instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,missed
bq462,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,31.8,
bq427,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,45.3,
bq428,ncaa_basketball,bigquery,2,10,10,2,1.000,0.200,1,1,4,36.4,
bq144,ncaa_insights,bigquery,3,12,15,3,1.000,0.250,1,0,8,87.8,
bq113,bls,bigquery,2,7,25,2,1.000,0.286,1,0,2,180.5,
bq112,bls,bigquery,3,4,25,3,1.000,0.750,1,0,4,23.3,
bq055,google_dei,bigquery,2,12,24,1,0.500,0.083,0,0,15,23.2,bigquery-public-data.bls.cpsaat18
bq075,google_dei,bigquery,3,12,24,2,0.667,0.167,0,0,15,21.7,bigquery-public-data.bls.cpsaat18
bq406,google_dei,bigquery,1,12,24,1,1.000,0.083,1,1,4,17.7,
sf_bq084,GOOG_BLOCKCHAIN,snowflake,1,7,7,1,1.000,0.143,1,1,1,20.8,
sf_bq058,GOOG_BLOCKCHAIN,snowflake,1,7,7,1,1.000,0.143,1,1,4,25.0,
sf_bq416,GOOG_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,3,20.2,
sf_bq226,GOOG_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,4,6.6,
sf_bq016,DEPS_DEV_V1,snowflake,2,10,10,2,1.000,0.200,1,1,2,11.9,
sf_bq062,DEPS_DEV_V1,snowflake,1,10,10,1,1.000,0.100,1,1,2,5.1,
sf_bq063,DEPS_DEV_V1,snowflake,2,10,10,2,1.000,0.200,1,1,3,6.1,
sf_bq028,DEPS_DEV_V1,snowflake,3,10,10,3,1.000,0.300,1,0,6,5.4,
bq022,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,9.0,
bq362,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.2,
bq363,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,7.2,
bq076,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.1,
bq077,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.1,
bq109,open_targets_genetics_1,bigquery,2,12,13,2,1.000,0.167,1,0,8,21.1,
sf_bq325,OPEN_TARGETS_GENETICS_2,snowflake,4,12,13,4,1.000,0.333,1,0,10,22.7,
bq090,CYMBAL_INVESTMENTS,bigquery,1,1,1,1,1.000,1.000,1,1,1,7.1,
bq442,CYMBAL_INVESTMENTS,bigquery,1,1,1,1,1.000,1.000,1,1,1,7.8,
bq079,usfs_fia,bigquery,3,11,11,3,1.000,0.273,1,0,5,108.0,
bq024,usfs_fia,bigquery,3,11,11,3,1.000,0.273,1,1,4,87.2,
bq220,usfs_fia,bigquery,3,11,11,3,1.000,0.273,1,0,5,137.2,
bq096,gbif,bigquery,1,1,1,1,1.000,1.000,1,1,1,9.1,
sf_bq276,NOAA_PORTS,snowflake,3,12,17,3,1.000,0.250,1,1,4,120.5,
bq277,noaa_ports,bigquery,5,12,17,3,0.600,0.250,0,0,,122.7,bigquery-public-data.persistent_udfs.azimuth_to_geog_point;bigquery-public-data.persistent_udfs.nautical_miles_conversion
bq278,sunroof_solar,bigquery,2,2,2,2,1.000,1.000,1,1,2,9.4,
bq102,gnomAD,bigquery,1,8,8,1,1.000,0.125,1,1,4,95.9,
bq445,gnomAD,bigquery,1,8,8,1,1.000,0.125,1,1,4,83.9,
bq103,gnomAD,bigquery,1,8,8,1,1.000,0.125,1,0,6,86.2,
sf_bq104,GOOGLE_TRENDS,snowflake,1,4,4,1,1.000,0.250,1,1,2,3.7,
sf_bq411,GOOGLE_TRENDS,snowflake,1,4,4,1,1.000,0.250,1,1,4,3.1,
bq105,nhtsa_traffic_fatalities_plus,bigquery,4,20,33,3,0.750,0.150,0,0,26,95.7,bigquery-public-data.utility_us.zipcode_area
bq108,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,1,4,62.8,
bq067,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,1,4,160.2,
bq396,nhtsa_traffic_fatalities,bigquery,1,12,20,1,1.000,0.083,1,1,1,69.9,
bq441,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,1,3,279.0,
bq097,sdoh,bigquery,1,20,31,1,1.000,0.050,1,0,13,184.2,
bq120,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,12,363.1,
bq110,sdoh,bigquery,1,20,31,1,1.000,0.050,1,1,1,169.4,
bq395,sdoh,bigquery,1,18,31,1,1.000,0.056,1,1,1,166.9,
bq352,sdoh,bigquery,2,20,31,1,0.500,0.050,0,0,28,359.4,bigquery-public-data.sdoh_cdc_wonder_natality.county_natality
bq074,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,15,176.7,
bq066,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,15,173.8,
bq114,openaq,bigquery,2,20,33,1,0.500,0.050,0,0,33,63.5,bigquery-public-data.openaq.global_air_quality
bq116,sec_quarterly_financials,bigquery,2,10,10,2,1.000,0.200,1,1,2,30.4,
bq041,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,0,12,20.0,
sf_bq121,STACKOVERFLOW,snowflake,2,12,16,2,1.000,0.167,1,1,2,12.7,
bq123,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,1,2,12.4,
bq280,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,9,9.6,
bq300,stackoverflow,bigquery,2,9,16,2,1.000,0.222,1,1,4,10.0,
bq301,stackoverflow,bigquery,3,12,16,2,0.667,0.167,0,0,13,11.5,bigquery-public-data.stackoverflow.users
bq302,stackoverflow,bigquery,1,9,16,1,1.000,0.111,1,1,1,8.1,
bq303,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,1,3,11.3,
bq304,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,10,13.0,
bq310,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,10,12.9,
bq305,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,1,2,11.6,
bq306,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,0,10,11.8,
sf_bq307,STACKOVERFLOW,snowflake,2,12,16,2,1.000,0.167,1,1,2,9.5,
bq308,stackoverflow,bigquery,2,9,16,2,1.000,0.222,1,0,8,8.7,
bq309,stackoverflow,bigquery,4,12,16,4,1.000,0.333,1,0,8,10.7,
bq124,fhir_synthea,bigquery,3,12,17,3,1.000,0.250,1,0,11,234.6,
bq391,fhir_synthea,bigquery,3,12,17,3,1.000,0.250,1,0,12,238.6,
bq126,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,3,13.4,
bq366,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,2,8.6,
bq414,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,2,9.3,
bq200,mlb,bigquery,2,3,3,2,1.000,0.667,1,1,2,22.9,
sf_bq458,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,13.2,
sf_bq459,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,10.9,
sf_bq460,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,11.1,
bq204,eclipse_megamovie,bigquery,1,5,5,1,1.000,0.200,1,1,1,11.8,
bq389,epa_historical_air_quality,bigquery,6,20,32,4,0.667,0.200,0,0,26,62.5,bigquery-public-data.epa_historical_air_quality.pm25_nonfrm_daily_summary;bigquery-public-data.epa_historical_air_quality.voc_daily_summary
sf_bq345,IDC,snowflake,1,6,16,1,1.000,0.167,1,1,1,103.0,
sf_bq346,IDC,snowflake,2,10,16,2,1.000,0.200,1,1,4,67.9,
sf_bq347,IDC,snowflake,2,9,16,2,1.000,0.222,1,0,5,65.1,
sf_bq390,IDC,snowflake,2,7,16,2,1.000,0.286,1,0,4,68.8,
sf_bq421,IDC,snowflake,1,5,16,1,1.000,0.200,1,1,1,78.1,
sf_bq422,IDC,snowflake,1,7,16,1,1.000,0.143,1,1,1,79.1,
sf_bq069,IDC,snowflake,1,4,16,1,1.000,0.250,1,1,1,135.9,
sf_bq219,IOWA_LIQUOR_SALES,snowflake,1,1,1,1,1.000,1.000,1,1,1,9.4,
bq199,iowa_liquor_sales,bigquery,1,1,1,1,1.000,1.000,1,1,1,7.5,
bq218,iowa_liquor_sales,bigquery,1,1,1,1,1.000,1.000,1,1,1,4.7,
bq049,iowa_liquor_sales_plus,bigquery,2,2,2,2,1.000,1.000,1,1,2,6.4,
bq360,nppes,bigquery,1,4,4,1,1.000,0.250,1,1,1,25.7,
bq286,usa_names,bigquery,1,2,2,1,1.000,0.500,1,1,2,4.3,
sf_bq044,TCGA,snowflake,3,20,50,2,0.667,0.100,0,0,34,381.3,tcga.tcga_versioned.rnaseq_hg19_gdc_2017_02
sf_bq043,TCGA,snowflake,3,20,50,3,1.000,0.150,1,0,12,193.4,
bq143,CPTAC_PDC,bigquery,3,20,78,2,0.667,0.100,0,0,24,210.2,isb-cgc-bq.cptac.quant_proteome_cptac_ccrcc_discovery_study_pdc_current
sf_bq147,TCGA,snowflake,1,20,50,1,1.000,0.050,1,0,16,196.3,
sf_bq148,TCGA,snowflake,1,20,50,1,1.000,0.050,1,1,4,190.7,
