instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,missed
sf_bq416,GOOG_BLOCKCHAIN,snowflake,2,6,7,2,1.000,0.333,1,1,3,21.8,
sf_bq226,GOOG_BLOCKCHAIN,snowflake,2,6,7,2,1.000,0.333,1,0,4,7.8,
sf_bq016,DEPS_DEV_V1,snowflake,2,6,10,2,1.000,0.333,1,1,2,12.8,
sf_bq062,DEPS_DEV_V1,snowflake,1,6,10,1,1.000,0.167,1,1,2,6.2,
sf_bq063,DEPS_DEV_V1,snowflake,2,6,10,2,1.000,0.333,1,1,3,6.4,
sf_bq028,DEPS_DEV_V1,snowflake,3,6,10,3,1.000,0.500,1,0,6,6.0,
bq022,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,9.8,
bq362,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.5,
bq363,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,9.5,
bq076,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.5,
bq077,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.3,
bq109,open_targets_genetics_1,bigquery,2,6,13,1,0.500,0.167,0,0,8,21.1,open-targets-genetics.genetics.studies
sf_bq325,OPEN_TARGETS_GENETICS_2,snowflake,4,6,13,1,0.250,0.167,0,0,10,21.2,open_targets_genetics_2.open_targets_genetics.locus2gene;open_targets_genetics_2.open_targets_genetics.studies;open_targets_genetics_2.open_targets_genetics.variant_disease
bq090,CYMBAL_INVESTMENTS,bigquery,1,1,1,1,1.000,1.000,1,1,1,7.7,
bq442,CYMBAL_INVESTMENTS,bigquery,1,1,1,1,1.000,1.000,1,1,1,9.2,
bq079,usfs_fia,bigquery,3,6,11,3,1.000,0.500,1,0,5,121.3,
bq024,usfs_fia,bigquery,3,6,11,3,1.000,0.500,1,0,4,262.3,
bq220,usfs_fia,bigquery,3,6,11,3,1.000,0.500,1,0,5,144.7,
bq096,gbif,bigquery,1,1,1,1,1.000,1.000,1,1,1,20.4,
sf_bq276,NOAA_PORTS,snowflake,3,6,17,3,1.000,0.500,1,0,4,132.9,
bq277,noaa_ports,bigquery,5,6,17,3,0.600,0.500,0,0,,127.4,bigquery-public-data.persistent_udfs.azimuth_to_geog_point;bigquery-public-data.persistent_udfs.nautical_miles_conversion
bq278,sunroof_solar,bigquery,2,2,2,2,1.000,1.000,1,1,2,12.5,
bq102,gnomAD,bigquery,1,6,8,1,1.000,0.167,1,0,4,123.8,
bq445,gnomAD,bigquery,1,6,8,1,1.000,0.167,1,0,4,116.9,
bq103,gnomAD,bigquery,1,6,8,1,1.000,0.167,1,0,6,116.8,
sf_bq104,GOOGLE_TRENDS,snowflake,1,4,4,1,1.000,0.250,1,1,2,4.7,
sf_bq411,GOOGLE_TRENDS,snowflake,1,4,4,1,1.000,0.250,1,0,4,4.4,
bq105,nhtsa_traffic_fatalities_plus,bigquery,4,20,33,3,0.750,0.150,0,0,26,112.9,bigquery-public-data.utility_us.zipcode_area
bq108,nhtsa_traffic_fatalities,bigquery,3,6,20,3,1.000,0.500,1,0,5,67.9,
bq067,nhtsa_traffic_fatalities,bigquery,3,6,20,3,1.000,0.500,1,0,4,378.5,
bq396,nhtsa_traffic_fatalities,bigquery,1,6,20,1,1.000,0.167,1,1,1,72.5,
bq441,nhtsa_traffic_fatalities,bigquery,3,6,20,3,1.000,0.500,1,1,3,107.4,
bq097,sdoh,bigquery,1,20,31,1,1.000,0.050,1,0,13,436.5,
bq120,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,11,238.2,
bq110,sdoh,bigquery,1,20,31,1,1.000,0.050,1,1,1,217.9,
bq395,sdoh,bigquery,1,19,31,1,1.000,0.053,1,1,1,208.6,
bq352,sdoh,bigquery,2,20,31,1,0.500,0.050,0,0,27,414.0,bigquery-public-data.sdoh_cdc_wonder_natality.county_natality
bq074,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,14,200.9,
bq066,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,12,216.3,
bq114,openaq,bigquery,2,20,33,1,0.500,0.050,0,0,33,97.9,bigquery-public-data.openaq.global_air_quality
bq116,sec_quarterly_financials,bigquery,2,6,10,2,1.000,0.333,1,1,2,25.8,
bq041,stackoverflow,bigquery,3,6,16,1,0.333,0.167,0,0,12,21.6,bigquery-public-data.stackoverflow.posts_answers;bigquery-public-data.stackoverflow.posts_questions
sf_bq121,STACKOVERFLOW,snowflake,2,6,16,2,1.000,0.333,1,1,2,11.3,
bq123,stackoverflow,bigquery,2,6,16,2,1.000,0.333,1,1,2,11.2,
bq280,stackoverflow,bigquery,2,6,16,1,0.500,0.167,0,0,10,10.2,bigquery-public-data.stackoverflow.posts_answers
bq300,stackoverflow,bigquery,2,6,16,2,1.000,0.333,1,0,4,10.6,
bq301,stackoverflow,bigquery,3,6,16,2,0.667,0.333,0,0,13,12.9,bigquery-public-data.stackoverflow.users
bq302,stackoverflow,bigquery,1,6,16,1,1.000,0.167,1,1,1,9.9,
bq303,stackoverflow,bigquery,3,6,16,3,1.000,0.500,1,1,3,11.3,
bq304,stackoverflow,bigquery,2,6,16,1,0.500,0.167,0,0,10,14.1,bigquery-public-data.stackoverflow.tags
bq310,stackoverflow,bigquery,2,6,16,1,0.500,0.167,0,0,10,10.6,bigquery-public-data.stackoverflow.tags
bq305,stackoverflow,bigquery,2,6,16,2,1.000,0.333,1,1,2,11.2,
bq306,stackoverflow,bigquery,3,6,16,2,0.667,0.333,0,0,10,11.5,bigquery-public-data.stackoverflow.votes
sf_bq307,STACKOVERFLOW,snowflake,2,6,16,2,1.000,0.333,1,1,2,11.0,
bq308,stackoverflow,bigquery,2,6,16,1,0.500,0.167,0,0,8,9.5,bigquery-public-data.stackoverflow.posts_answers
bq309,stackoverflow,bigquery,4,6,16,3,0.750,0.500,0,0,8,11.9,bigquery-public-data.stackoverflow.posts_answers
bq124,fhir_synthea,bigquery,3,6,17,1,0.333,0.167,0,0,11,211.9,bigquery-public-data.fhir_synthea.condition;bigquery-public-data.fhir_synthea.patient
bq391,fhir_synthea,bigquery,3,6,17,1,0.333,0.167,0,0,12,208.0,bigquery-public-data.fhir_synthea.condition;bigquery-public-data.fhir_synthea.patient
bq126,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,3,16.3,
bq366,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,2,21.4,
bq414,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,2,14.9,
bq200,mlb,bigquery,2,3,3,2,1.000,0.667,1,1,2,41.1,
sf_bq458,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,14.0,
sf_bq459,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,11.3,
sf_bq460,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,12.2,
bq204,eclipse_megamovie,bigquery,1,5,5,1,1.000,0.200,1,1,1,12.5,
bq389,epa_historical_air_quality,bigquery,6,20,32,4,0.667,0.200,0,0,25,60.4,bigquery-public-data.epa_historical_air_quality.pm25_nonfrm_daily_summary;bigquery-public-data.epa_historical_air_quality.voc_daily_summary
sf_bq345,IDC,snowflake,1,6,16,1,1.000,0.167,1,1,1,110.1,
