instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,missed
bq032,noaa_data,bigquery,1,20,37,1,1.000,0.050,1,1,1,155.5,
bq119,noaa_data,bigquery,1,20,37,1,1.000,0.050,1,1,1,126.5,
sf_bq117,NOAA_DATA,snowflake,1,14,37,1,1.000,0.071,1,1,1,7278.4,
bq419,noaa_data,bigquery,1,18,37,1,1.000,0.056,1,1,1,88.3,
sf_bq071,NOAA_DATA_PLUS,snowflake,2,20,53,2,1.000,0.100,1,1,2,180.0,
sf_bq236,NOAA_DATA_PLUS,snowflake,2,20,53,2,1.000,0.100,1,0,7,202.9,
bq356,noaa_data,bigquery,2,13,37,2,1.000,0.154,1,0,10,95.6,
bq042,noaa_data,bigquery,1,20,37,1,1.000,0.050,1,0,9,74.9,
bq394,noaa_data,bigquery,1,20,37,1,1.000,0.050,1,1,3,65.4,
bq357,noaa_data,bigquery,1,20,37,1,1.000,0.050,1,1,2,118.8,
bq181,noaa_data,bigquery,2,15,37,2,1.000,0.133,1,0,10,70.4,
bq045,noaa_data,bigquery,2,20,37,2,1.000,0.100,1,0,7,82.9,
sf_bq358,NEW_YORK_CITIBIKE_1,snowflake,3,12,22,3,1.000,0.250,1,1,3,54.9,
bq290,noaa_data,bigquery,2,20,37,2,1.000,0.100,1,0,10,157.1,
bq031,noaa_data,bigquery,2,16,37,1,0.500,0.062,0,0,29,86.6,bigquery-public-data.noaa_gsod.stations
bq392,noaa_gsod,bigquery,1,2,2,1,1.000,0.500,1,1,1,6.0,
sf_bq050,NEW_YORK_CITIBIKE_1,snowflake,5,12,22,4,0.800,0.333,0,0,17,67.7,new_york_citibike_1.noaa_gsod.stations
sf_bq426,NEW_YORK_CITIBIKE_1,snowflake,4,12,22,3,0.750,0.250,0,0,14,36.6,new_york_citibike_1.noaa_gsod.stations
sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,snowflake,1,11,11,1,1.000,0.091,1,1,1,14.6,
bq208,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,0,10,61.2,
bq047,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,1,3,30.6,
bq048,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,0,7,25.5,
bq293,new_york_geo,bigquery,2,12,25,2,1.000,0.167,1,0,5,116.3,
sf_bq017,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,1,10.4,
sf_bq131,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,1,8.1,
sf_bq349,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,4,8.2,
sf_bq007,CENSUS_BUREAU_ACS_2,snowflake,4,20,296,2,0.500,0.100,0,0,,1447.6,census_bureau_acs_2.census_bureau_acs.zip_codes_2018_5yr;census_bureau_acs_2.geo_us_boundaries.zip_codes
sf_bq429,CENSUS_BUREAU_ACS_2,snowflake,4,20,296,2,0.500,0.100,0,0,,1458.7,census_bureau_acs_2.census_bureau_acs.zip_codes_2018_5yr;census_bureau_acs_2.geo_us_boundaries.zip_codes
sf_bq073,CENSUS_BUREAU_ACS_2,snowflake,4,20,296,2,0.500,0.100,0,0,,1676.3,census_bureau_acs_2.census_bureau_acs.zip_codes_2018_5yr;census_bureau_acs_2.geo_us_boundaries.zip_codes
sf_bq410,CENSUS_BUREAU_ACS_2,snowflake,4,20,296,2,0.500,0.100,0,0,,1428.7,census_bureau_acs_2.census_bureau_acs.censustract_2018_5yr;census_bureau_acs_2.cyclistic.state_fips
sf_bq348,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,4,13.9,
sf_bq253,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,0,5,8.6,
sf_bq254,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,3,8.3,
sf_bq056,GEO_OPENSTREETMAP_BOUNDARIES,snowflake,2,12,26,1,0.500,0.083,0,0,13,34.2,geo_openstreetmap_boundaries.geo_us_boundaries.states
sf_bq289,GEO_OPENSTREETMAP_CENSUS_PLACES,snowflake,2,20,67,2,1.000,0.100,1,1,5,215.1,
sf_bq250,GEO_OPENSTREETMAP_WORLDPOP,snowflake,2,11,11,2,1.000,0.182,1,1,3,17.7,
sf_bq083,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,7,133.5,
sf_bq184,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,83.0,
sf_bq195,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,9,73.8,
sf_bq256,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,10,81.2,
sf_bq080,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,80.7,
sf_bq342,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,3,76.4,
sf_bq341,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,78.0,
sf_bq444,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,109.9,
sf_bq340,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,4,76.4,
sf_bq005,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,3,77.3,
sf_bq334,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,7,80.5,
sf_bq335,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,8,76.3,
sf_bq057,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,85.7,
sf_bq068,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,76.8,
sf_bq092,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,13,79.4,
sf_bq093,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,16,82.3,
sf_bq292,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,80.9,
sf_bq135,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,7,67.6,
sf_bq136,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,1,5,84.0,
sf_bq065,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,76.2,
sf_bq037,HUMAN_GENOME_VARIANTS,snowflake,1,8,8,1,1.000,0.125,1,1,1,25.6,
sf_bq012,ETHEREUM_BLOCKCHAIN,snowflake,3,7,7,3,1.000,0.429,1,1,4,19.4,
sf_bq187,ETHEREUM_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,3,9.4,
sf_bq450,ETHEREUM_BLOCKCHAIN,snowflake,5,7,7,5,1.000,0.714,1,0,6,31.5,
bq034,ghcn_d,bigquery,1,3,142,1,1.000,0.333,1,1,1,27.4,
bq383,ghcn_d,bigquery,1,4,142,1,1.000,0.250,1,0,2,23.1,
bq051,new_york_ghcn,bigquery,3,10,151,3,1.000,0.300,1,0,10,57.9,
bq038,new_york,bigquery,1,9,9,1,1.000,0.111,1,1,2,20.0,
bq053,new_york,bigquery,2,9,9,2,1.000,0.222,1,1,2,21.7,
bq054,new_york,bigquery,1,9,9,1,1.000,0.111,1,1,1,18.6,
bq021,new_york,bigquery,2,9,9,2,1.000,0.222,1,0,5,17.4,
bq202,new_york_plus,bigquery,1,12,18,1,1.000,0.083,1,1,1,31.7,
bq185,new_york_plus,bigquery,2,12,18,2,1.000,0.167,1,0,8,22.5,
bq040,new_york_plus,bigquery,2,12,18,2,1.000,0.167,1,0,5,34.8,
bq098,new_york_plus,bigquery,2,10,18,2,1.000,0.200,1,0,7,33.5,
bq039,new_york_plus,bigquery,2,10,18,2,1.000,0.200,1,0,6,27.4,
bq203,new_york_plus,bigquery,2,12,18,2,1.000,0.167,1,1,4,19.9,
bq035,san_francisco,bigquery,2,8,8,2,1.000,0.250,1,1,2,22.2,
bq186,san_francisco,bigquery,1,8,8,1,1.000,0.125,1,1,1,12.2,
bq081,san_francisco_plus,bigquery,3,12,19,3,1.000,0.250,1,0,7,39.8,
sf_bq294,SAN_FRANCISCO_PLUS,snowflake,3,12,19,3,1.000,0.250,1,0,10,36.7,
bq339,san_francisco_plus,bigquery,1,12,19,1,1.000,0.083,1,1,1,25.3,
bq400,san_francisco_plus,bigquery,3,8,19,3,1.000,0.375,1,0,7,21.0,
bq059,san_francisco_plus,bigquery,3,12,19,3,1.000,0.250,1,0,8,20.9,
bq376,san_francisco_plus,bigquery,6,12,19,6,1.000,0.500,1,0,9,20.2,
sf_bq014,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,9.6,
sf_bq188,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,0,6,6.2,
sf_bq258,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,7.0,
sf_bq259,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,2,5.6,
sf_bq189,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,7.1,
sf_bq260,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,5.3,
sf_bq261,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,4,5.9,
sf_bq262,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,6.8,
sf_bq190,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,6.0,
sf_bq263,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,6.9,
sf_bq264,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,5.4,
sf_bq197,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,6.2,
sf_bq265,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,3,5.7,
sf_bq266,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,5.9,
sf_bq333,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,6.6,
sf_bq361,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,3,5.0,
sf_bq271,THELOOK_ECOMMERCE,snowflake,5,7,7,5,1.000,0.714,1,0,7,6.1,
sf_bq272,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,5.8,
sf_bq273,THELOOK_ECOMMERCE,snowflake,4,7,7,4,1.000,0.571,1,0,5,6.5,
sf_bq020,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,15.9,
sf_bq107,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,7.8,
bq025,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,4,12.3,
bq115,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,0,7,11.6,
bq030,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,27.1,
bq018,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,23.4,
bq086,covid19_open_world_bank,bigquery,2,5,22,2,1.000,0.400,1,0,3,51.1,
bq085,covid19_jhu_world_bank,bigquery,2,12,25,2,1.000,0.167,1,0,12,73.1,
bq130,covid19_nyt,bigquery,2,4,4,2,1.000,0.500,1,1,2,6.6,
bq087,covid19_symptom_search,bigquery,1,6,6,1,1.000,0.167,1,1,2,71.8,
bq088,covid19_symptom_search,bigquery,1,6,6,1,1.000,0.167,1,1,1,66.7,
bq089,covid19_usa,bigquery,2,20,285,0,0.000,0.000,0,0,,1131.2,bigquery-public-data.census_bureau_acs.censustract_2018_5yr;bigquery-public-data.covid19_vaccination_access.facility_boundary_us_all
bq407,covid19_usa,bigquery,2,20,285,0,0.000,0.000,0,0,,1666.7,bigquery-public-data.census_bureau_acs.county_2020_5yr;bigquery-public-data.covid19_usafacts.summary
bq137,census_bureau_usa,bigquery,2,10,13,2,1.000,0.200,1,0,5,31.5,
bq060,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,3,8.2,
bq338,census_bureau_acs_1,bigquery,2,20,351,1,0.500,0.050,0,0,,1786.2,bigquery-public-data.census_bureau_acs.censustract_2018_5yr
bq061,census_bureau_acs_1,bigquery,3,20,351,2,0.667,0.100,0,0,41,1115.6,bigquery-public-data.census_bureau_acs.censustract_2018_5yr
bq064,census_bureau_acs_1,bigquery,3,20,351,1,0.333,0.050,0,0,,1961.3,bigquery-public-data.geo_census_tracts.us_census_tracts_national;bigquery-public-data.geo_us_boundaries.zip_codes
bq461,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,2,51.9,
bq198,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,0,5,22.9,
bq462,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,30.5,
bq427,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,41.6,
bq428,ncaa_basketball,bigquery,2,10,10,2,1.000,0.200,1,1,4,37.8,
bq144,ncaa_insights,bigquery,3,12,15,3,1.000,0.250,1,0,8,91.8,
bq113,bls,bigquery,9,20,143,8,0.889,0.400,0,0,,937.8,bigquery-public-data.geo_us_boundaries.counties
bq112,bls,bigquery,10,20,143,8,0.800,0.400,0,0,,281.4,bigquery-public-data.bls.cpi_u;bigquery-public-data.geo_us_boundaries.counties
bq055,google_dei,bigquery,2,20,141,0,0.000,0.000,0,0,,278.9,bigquery-public-data.bls.cpsaat18;bigquery-public-data.google_dei.dar_non_intersectional_hiring
bq075,google_dei,bigquery,3,20,141,2,0.667,0.100,0,0,,249.2,bigquery-public-data.bls.cpsaat18
bq406,google_dei,bigquery,1,19,141,1,1.000,0.053,1,1,4,227.1,
sf_bq084,GOOG_BLOCKCHAIN,snowflake,1,7,7,1,1.000,0.143,1,1,1,20.9,
sf_bq058,GOOG_BLOCKCHAIN,snowflake,1,7,7,1,1.000,0.143,1,1,4,25.0,
sf_bq416,GOOG_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,3,19.6,
sf_bq226,GOOG_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,4,6.5,
sf_bq016,DEPS_DEV_V1,snowflake,2,10,10,2,1.000,0.200,1,1,2,12.0,
sf_bq062,DEPS_DEV_V1,snowflake,1,10,10,1,1.000,0.100,1,1,2,5.3,
sf_bq063,DEPS_DEV_V1,snowflake,2,10,10,2,1.000,0.200,1,1,3,6.5,
sf_bq028,DEPS_DEV_V1,snowflake,3,10,10,3,1.000,0.300,1,0,6,5.6,
bq022,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,9.2,
bq362,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.0,
bq363,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,7.5,
bq076,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.2,
bq077,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.0,
bq109,open_targets_genetics_1,bigquery,2,12,13,2,1.000,0.167,1,0,8,20.8,
sf_bq325,OPEN_TARGETS_GENETICS_2,snowflake,4,12,13,4,1.000,0.333,1,0,10,21.7,
bq090,CYMBAL_INVESTMENTS,bigquery,1,1,1,1,1.000,1.000,1,1,1,7.4,
bq442,CYMBAL_INVESTMENTS,bigquery,1,1,1,1,1.000,1.000,1,1,1,8.3,
bq079,usfs_fia,bigquery,3,11,11,3,1.000,0.273,1,0,5,113.3,
bq024,usfs_fia,bigquery,3,11,11,3,1.000,0.273,1,1,4,93.7,
bq220,usfs_fia,bigquery,3,11,11,3,1.000,0.273,1,0,5,134.1,
bq096,gbif,bigquery,1,1,1,1,1.000,1.000,1,1,1,8.5,
sf_bq276,NOAA_PORTS,snowflake,3,12,18,3,1.000,0.250,1,1,3,129.9,
bq277,noaa_ports,bigquery,5,12,18,3,0.600,0.250,0,0,,132.6,bigquery-public-data.persistent_udfs.azimuth_to_geog_point;bigquery-public-data.persistent_udfs.nautical_miles_conversion
bq278,sunroof_solar,bigquery,2,2,2,2,1.000,1.000,1,1,2,9.3,
bq102,gnomAD,bigquery,1,20,71,0,0.000,0.000,0,0,32,627.0,bigquery-public-data.gnomad.v2_1_1_genomes__chr17
bq445,gnomAD,bigquery,1,20,71,0,0.000,0.000,0,0,32,597.7,bigquery-public-data.gnomad.v2_1_1_genomes__chr17
bq103,gnomAD,bigquery,1,20,71,0,0.000,0.000,0,0,,601.1,bigquery-public-data.gnomad.v3_genomes__chr1
sf_bq104,GOOGLE_TRENDS,snowflake,1,4,4,1,1.000,0.250,1,1,2,3.9,
sf_bq411,GOOGLE_TRENDS,snowflake,1,4,4,1,1.000,0.250,1,1,4,3.0,
bq105,nhtsa_traffic_fatalities_plus,bigquery,4,20,33,3,0.750,0.150,0,0,26,97.2,bigquery-public-data.utility_us.zipcode_area
bq108,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,0,5,63.1,
bq067,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,1,4,152.4,
bq396,nhtsa_traffic_fatalities,bigquery,1,12,20,1,1.000,0.083,1,1,1,70.2,
bq441,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,1,3,108.2,
bq097,sdoh,bigquery,1,20,294,1,1.000,0.050,1,1,2,1093.5,
bq120,sdoh,bigquery,2,20,294,2,1.000,0.100,1,0,15,1107.0,
bq110,sdoh,bigquery,1,20,294,1,1.000,0.050,1,1,1,1064.9,
bq395,sdoh,bigquery,1,20,294,1,1.000,0.050,1,1,1,1989.3,
bq352,sdoh,bigquery,2,20,294,1,0.500,0.050,0,0,,1075.9,bigquery-public-data.sdoh_cdc_wonder_natality.county_natality
bq074,sdoh,bigquery,3,20,294,2,0.667,0.100,0,0,54,1054.4,bigquery-public-data.census_bureau_acs.county_2018_5yr
bq066,sdoh,bigquery,4,20,294,2,0.500,0.100,0,0,,2071.1,bigquery-public-data.census_bureau_acs.county_2015_5yr;bigquery-public-data.census_bureau_acs.county_2017_5yr
bq114,openaq,bigquery,2,20,33,1,0.500,0.050,0,0,33,62.8,bigquery-public-data.openaq.global_air_quality
bq116,sec_quarterly_financials,bigquery,2,10,10,2,1.000,0.200,1,1,2,25.6,
bq041,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,0,12,20.7,
sf_bq121,STACKOVERFLOW,snowflake,2,12,16,2,1.000,0.167,1,1,2,11.9,
bq123,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,1,2,12.0,
bq280,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,10,8.9,
bq300,stackoverflow,bigquery,2,9,16,2,1.000,0.222,1,0,5,10.5,
bq301,stackoverflow,bigquery,3,12,16,2,0.667,0.167,0,0,13,11.1,bigquery-public-data.stackoverflow.users
bq302,stackoverflow,bigquery,1,9,16,1,1.000,0.111,1,1,1,7.9,
bq303,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,1,3,10.5,
bq304,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,10,13.2,
bq310,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,10,9.6,
bq305,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,1,2,10.8,
bq306,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,0,10,12.0,
sf_bq307,STACKOVERFLOW,snowflake,2,12,16,2,1.000,0.167,1,1,2,8.3,
bq308,stackoverflow,bigquery,2,9,16,2,1.000,0.222,1,0,8,7.7,
bq309,stackoverflow,bigquery,4,12,16,4,1.000,0.333,1,0,8,10.2,
bq124,fhir_synthea,bigquery,3,12,17,3,1.000,0.250,1,0,11,211.7,
bq391,fhir_synthea,bigquery,3,12,17,3,1.000,0.250,1,0,12,197.3,
bq126,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,3,15.3,
bq366,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,2,7.5,
bq414,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,2,8.3,
bq200,mlb,bigquery,2,3,3,2,1.000,0.667,1,1,2,23.8,
sf_bq458,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,11.0,
sf_bq459,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,9.1,
sf_bq460,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,9.3,
bq204,eclipse_megamovie,bigquery,3,7,7,3,1.000,0.429,1,1,3,13.3,
bq389,epa_historical_air_quality,bigquery,6,20,32,4,0.667,0.200,0,0,25,57.1,bigquery-public-data.epa_historical_air_quality.pm25_nonfrm_daily_summary;bigquery-public-data.epa_historical_air_quality.voc_daily_summary
sf_bq345,IDC,snowflake,1,6,16,1,1.000,0.167,1,1,1,105.2,
sf_bq346,IDC,snowflake,2,10,16,2,1.000,0.200,1,1,4,70.5,
sf_bq347,IDC,snowflake,2,9,16,2,1.000,0.222,1,0,5,74.2,
sf_bq390,IDC,snowflake,2,9,16,2,1.000,0.222,1,1,4,69.5,
sf_bq421,IDC,snowflake,1,5,16,1,1.000,0.200,1,1,1,70.9,
sf_bq422,IDC,snowflake,1,7,16,1,1.000,0.143,1,1,1,79.5,
