instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,n_cols_db,n_cols_graph,ddl_tokens,n_gold_cols,n_pred_cols,col_recall,col_precision,col_strict,unresolved_cols,missed,missed_cols
sf_bq420,PATENTS_USPTO,snowflake,3,20,46,2,0.667,0.100,0,0,44,76.7,444,444,8113,,,,,,,patents_uspto.uspto_oce_office_actions.match_app,
sf_bq207,PATENTS_USPTO,snowflake,3,20,46,2,0.667,0.100,0,0,28,45.4,444,444,7975,,,,,,,patents_uspto.uspto_oce_assignment.match,
sf_bq128,PATENTSVIEW,snowflake,4,20,59,4,1.000,0.200,1,0,20,88.5,304,304,5492,15,117,1.000,0.128,1,4,,
sf_bq246,PATENTSVIEW,snowflake,3,20,59,3,1.000,0.150,1,1,6,35.2,304,304,5005,9,98,1.000,0.092,1,6,,
sf_bq052,PATENTSVIEW,snowflake,5,20,59,5,1.000,0.250,1,0,18,32.0,304,304,5245,12,105,1.000,0.114,1,3,,
sf_bq036,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,0,6,13.0,34,34,1573,,,,,,,,
sf_bq100,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,8.3,34,34,1636,,,,,,,,
sf_bq101,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,8.8,34,34,1636,,,,,,,,
sf_bq182,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,8,17.5,322,61,2160,5,61,1.000,0.082,1,5,,
sf_bq217,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,8,7.0,322,61,2160,,,,,,,,
sf_bq191,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,9,7.1,322,61,2209,,,,,,,,
sf_bq224,GITHUB_REPOS_DATE,snowflake,2,9,9,2,1.000,0.222,1,0,9,6.8,322,61,2173,5,61,1.000,0.082,1,4,,
sf_bq192,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,8,8.6,322,61,2200,,,,,,,,
sf_bq225,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,9.3,34,34,1624,,,,,,,,
sf_bq180,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,5.7,34,34,1636,,,,,,,,
sf_bq233,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,3,6.0,34,34,1636,6,34,1.000,0.176,1,8,,
sf_bq248,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,1,3,5.2,34,34,1611,5,34,1.000,0.147,1,1,,
sf_bq193,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,0,3,6.4,34,34,1585,6,34,1.000,0.176,1,5,,
sf_bq295,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,6,7.3,322,61,2195,6,61,1.000,0.098,1,2,,
sf_bq249,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,0,2,6.2,34,34,1572,,,,,,,,
sf_bq375,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,5.2,34,34,1598,,,,,,,,
sf_bq255,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,1,3,5.1,34,34,1598,6,34,1.000,0.176,1,1,,
sf_bq194,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,5.4,34,34,1611,,,,,,,,
sf_bq377,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,4.8,34,34,1636,3,34,1.000,0.088,1,5,,
sf_bq359,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,5.1,34,34,1636,4,34,1.000,0.118,1,5,,
sf_bq252,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,5.1,34,34,1598,6,34,1.000,0.176,1,0,,
sf_bq251,PYPI,snowflake,2,2,2,2,1.000,1.000,1,1,2,13.9,45,45,1583,,,,,,,,
sf_bq019,CMS_DATA,snowflake,1,12,38,1,1.000,0.083,1,1,2,126.0,865,649,16943,,,,,,,,
sf_bq234,CMS_DATA,snowflake,1,10,38,1,1.000,0.100,1,1,2,43.5,865,649,15992,,,,,,,,
sf_bq235,CMS_DATA,snowflake,2,12,38,2,1.000,0.167,1,1,4,46.8,865,649,16594,,,,,,,,
sf_bq172,CMS_DATA,snowflake,1,17,38,1,1.000,0.059,1,1,2,44.6,865,649,17678,,,,,,,,
sf_bq177,CMS_DATA,snowflake,2,13,38,2,1.000,0.154,1,1,5,46.7,865,649,16950,,,,,,,,
sf_bq354,CMS_DATA,snowflake,5,20,38,5,1.000,0.250,1,0,19,57.5,865,649,16970,,,,,,,,
sf_bq355,CMS_DATA,snowflake,4,4,38,0,0.000,0.000,0,0,33,43.8,865,649,7487,,,,,,,cms_data.cms_synthetic_patient_data_omop.concept;cms_data.cms_synthetic_patient_data_omop.concept_ancestor;cms_data.cms_synthetic_patient_data_omop.drug_exposure;cms_data.cms_synthetic_patient_data_omop.person,
sf_bq032,NOAA_DATA,snowflake,1,20,33,1,1.000,0.050,1,1,1,169.3,7275,766,33739,,,,,,,,
sf_bq119,NOAA_DATA,snowflake,1,20,33,1,1.000,0.050,1,1,1,157.2,7275,766,33739,,,,,,,,
sf_bq117,NOAA_DATA,snowflake,1,12,33,1,1.000,0.083,1,1,1,74.8,7275,766,30689,,,,,,,,
sf_bq419,NOAA_DATA,snowflake,1,17,33,1,1.000,0.059,1,1,1,73.0,7275,766,33230,,,,,,,,
sf_bq071,NOAA_DATA_PLUS,snowflake,2,20,48,2,1.000,0.100,1,1,2,185.1,7450,927,35009,,,,,,,,
sf_bq236,NOAA_DATA_PLUS,snowflake,2,20,48,2,1.000,0.100,1,1,6,159.0,7450,927,34761,6,633,1.000,0.009,1,5,,
sf_bq356,NOAA_DATA,snowflake,2,13,33,2,1.000,0.154,1,0,9,88.3,7275,766,30946,,,,,,,,
sf_bq042,NOAA_DATA,snowflake,1,19,33,1,1.000,0.053,1,1,5,70.3,7275,766,31864,,,,,,,,
sf_bq394,NOAA_DATA,snowflake,1,12,33,1,1.000,0.083,1,1,2,78.0,7275,766,30282,,,,,,,,
sf_bq357,NOAA_DATA,snowflake,1,20,33,1,1.000,0.050,1,1,2,76.0,7275,766,34288,,,,,,,,
sf_bq181,NOAA_DATA,snowflake,2,13,33,2,1.000,0.154,1,0,9,75.3,7275,766,30946,,,,,,,,
sf_bq045,NOAA_DATA,snowflake,2,20,33,2,1.000,0.100,1,1,6,79.9,7275,766,34635,,,,,,,,
sf_bq358,NEW_YORK_CITIBIKE_1,snowflake,3,19,21,3,1.000,0.158,1,1,3,125.2,3303,245,9774,14,240,1.000,0.058,1,5,,
sf_bq290,NOAA_DATA,snowflake,2,20,33,2,1.000,0.100,1,0,9,118.6,7275,766,33821,,,,,,,,
sf_bq031,NOAA_DATA,snowflake,2,13,33,1,0.500,0.077,0,0,28,92.3,7275,766,31723,,,,,,,noaa_data.noaa_gsod.stations,
sf_bq392,NOAA_GSOD,snowflake,1,2,2,1,1.000,0.500,1,1,1,8.2,3088,44,1768,,,,,,,,
sf_bq050,NEW_YORK_CITIBIKE_1,snowflake,5,19,21,5,1.000,0.263,1,0,16,51.9,3303,245,9771,19,240,1.000,0.079,1,18,,
sf_bq426,NEW_YORK_CITIBIKE_1,snowflake,4,20,21,4,1.000,0.200,1,0,14,43.2,3303,245,10064,,,,,,,,
sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,snowflake,1,11,11,1,1.000,0.091,1,1,1,44.6,90,90,2448,4,90,1.000,0.044,1,12,,
sf_bq208,NEW_YORK_NOAA,snowflake,2,11,11,2,1.000,0.182,1,0,10,79.8,3571,296,8186,,,,,,,,
sf_bq047,NEW_YORK_NOAA,snowflake,2,11,11,2,1.000,0.182,1,1,3,36.1,3571,296,8265,,,,,,,,
sf_bq048,NEW_YORK_NOAA,snowflake,2,11,11,2,1.000,0.182,1,0,7,32.7,3571,296,8186,,,,,,,,
sf_bq293,NEW_YORK_GEO,snowflake,2,20,24,2,1.000,0.100,1,1,5,115.7,658,413,11459,,,,,,,,
sf_bq017,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,1,32.3,86,86,2649,4,86,1.000,0.047,1,5,,
sf_bq131,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,1,43.1,86,86,2649,,,,,,,,
sf_bq349,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,4,38.9,86,86,2649,11,86,1.000,0.128,1,8,,
sf_bq007,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,16,366.0,68434,3724,158765,,,,,,,,
sf_bq429,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,16,334.3,68434,3724,159223,10,3626,1.000,0.003,1,3,,
sf_bq073,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,15,283.3,68434,3724,158764,,,,,,,,
sf_bq410,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,20,289.8,68434,3724,158778,,,,,,,,
sf_bq348,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,4,17.0,86,86,2390,,,,,,,,
sf_bq253,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,5,11.1,86,86,2649,,,,,,,,
sf_bq254,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,3,10.6,86,86,2632,6,86,1.000,0.070,1,9,,
sf_bq056,GEO_OPENSTREETMAP_BOUNDARIES,snowflake,2,20,25,2,1.000,0.100,1,0,13,41.2,261,247,7580,,,,,,,,
sf_bq289,GEO_OPENSTREETMAP_CENSUS_PLACES,snowflake,2,20,67,2,1.000,0.100,1,1,5,245.2,1056,1056,14662,5,272,1.000,0.018,1,2,,
sf_bq250,GEO_OPENSTREETMAP_WORLDPOP,snowflake,2,11,11,2,1.000,0.182,1,1,3,44.2,94,94,2885,12,94,1.000,0.128,1,4,,
sf_bq083,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,7,143.0,497,497,17022,3,279,1.000,0.011,1,1,,
sf_bq184,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,95.3,497,497,18447,,,,,,,,
sf_bq195,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,9,135.3,497,497,18833,,,,,,,,
sf_bq256,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,10,142.0,497,497,17955,,,,,,,,
sf_bq080,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,90.7,497,497,17964,,,,,,,,
sf_bq342,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,3,97.2,497,497,17519,,,,,,,,
sf_bq341,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,84.9,497,497,17134,4,273,1.000,0.015,1,4,,
sf_bq444,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,127.1,497,497,16715,6,265,1.000,0.023,1,2,,
sf_bq340,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,4,90.1,497,497,17001,,,,,,,,
sf_bq005,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,89.5,497,497,18033,,,,,,,,
sf_bq334,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,7,93.1,497,497,19590,6,311,1.000,0.019,1,4,,
sf_bq335,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,8,88.4,497,497,18377,,,,,,,,
sf_bq057,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,96.0,497,497,18983,8,310,1.000,0.026,1,14,,
sf_bq068,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,3,87.6,497,497,17770,8,283,1.000,0.028,1,6,,
sf_bq092,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,13,92.8,497,497,17529,,,,,,,,
sf_bq093,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,16,92.9,497,497,18415,12,320,1.000,0.037,1,8,,
sf_bq292,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,98.6,497,497,18673,,,,,,,,
sf_bq135,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,7,81.1,497,497,16810,,,,,,,,
sf_bq136,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,1,5,99.7,497,497,17021,,,,,,,,
sf_bq065,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,92.3,497,497,15765,,,,,,,,
sf_bq037,HUMAN_GENOME_VARIANTS,snowflake,1,8,8,1,1.000,0.125,1,1,1,33.2,202,202,7256,2,202,1.000,0.010,1,4,,
sf_bq012,ETHEREUM_BLOCKCHAIN,snowflake,3,7,7,3,1.000,0.429,1,1,4,23.3,88,88,6553,13,88,1.000,0.148,1,5,,
sf_bq187,ETHEREUM_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,3,11.8,88,88,6557,4,88,1.000,0.045,1,4,,
sf_bq450,ETHEREUM_BLOCKCHAIN,snowflake,5,7,7,5,1.000,0.714,1,1,6,65.4,88,88,6564,,,,,,,,
sf_bq034,GHCN_D,snowflake,1,5,5,1,1.000,0.200,1,1,1,8.1,2141,37,947,,,,,,,,
sf_bq383,GHCN_D,snowflake,1,5,5,1,1.000,0.200,1,1,2,6.3,2141,37,933,,,,,,,,
sf_bq051,NEW_YORK_GHCN,snowflake,3,14,14,3,1.000,0.214,1,0,10,42.5,2624,289,7551,,,,,,,,
sf_bq038,NEW_YORK,snowflake,1,9,9,1,1.000,0.111,1,1,2,42.7,483,252,6574,,,,,,,,
sf_bq053,NEW_YORK,snowflake,2,9,9,2,1.000,0.222,1,1,2,59.4,483,252,6487,,,,,,,,
sf_bq054,NEW_YORK,snowflake,1,9,9,1,1.000,0.111,1,1,1,25.9,483,252,6569,,,,,,,,
sf_bq021,NEW_YORK,snowflake,2,9,9,2,1.000,0.222,1,1,5,71.5,483,252,6484,,,,,,,,
sf_bq202,NEW_YORK_PLUS,snowflake,1,18,18,1,1.000,0.056,1,1,1,63.2,845,352,10543,,,,,,,,
sf_bq185,NEW_YORK_PLUS,snowflake,2,18,18,2,1.000,0.111,1,0,8,32.5,845,352,10537,,,,,,,,
sf_bq040,NEW_YORK_PLUS,snowflake,2,18,18,2,1.000,0.111,1,0,9,88.6,845,352,10544,,,,,,,,
sf_bq098,NEW_YORK_PLUS,snowflake,2,18,18,2,1.000,0.111,1,0,7,49.1,845,352,10545,,,,,,,,
sf_bq039,NEW_YORK_PLUS,snowflake,2,18,18,2,1.000,0.111,1,1,6,37.8,845,352,10543,,,,,,,,
sf_bq203,NEW_YORK_PLUS,snowflake,2,18,18,2,1.000,0.111,1,1,3,28.2,845,352,10226,,,,,,,,
sf_bq035,SAN_FRANCISCO,snowflake,2,8,8,2,1.000,0.250,1,1,2,31.5,118,118,3659,,,,,,,,
sf_bq186,SAN_FRANCISCO,snowflake,1,8,8,1,1.000,0.125,1,1,1,15.0,118,118,3571,,,,,,,,
sf_bq081,SAN_FRANCISCO_PLUS,snowflake,3,19,19,3,1.000,0.158,1,0,7,48.9,278,278,11913,,,,,,,,
sf_bq294,SAN_FRANCISCO_PLUS,snowflake,3,19,19,3,1.000,0.158,1,0,10,37.3,278,278,11559,14,278,1.000,0.050,1,0,,
sf_bq339,SAN_FRANCISCO_PLUS,snowflake,1,19,19,1,1.000,0.053,1,1,1,34.1,278,278,11540,,,,,,,,
sf_bq400,SAN_FRANCISCO_PLUS,snowflake,3,19,19,3,1.000,0.158,1,0,7,71.4,278,278,11870,,,,,,,,
sf_bq059,SAN_FRANCISCO_PLUS,snowflake,3,19,19,3,1.000,0.158,1,0,13,72.9,278,278,11759,,,,,,,,
sf_bq376,SAN_FRANCISCO_PLUS,snowflake,6,19,19,6,1.000,0.316,1,0,10,29.4,278,278,11474,,,,,,,,
sf_bq014,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,13.0,73,73,2595,,,,,,,,
sf_bq188,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,6,9.6,73,73,2647,,,,,,,,
sf_bq258,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,10.4,73,73,2650,,,,,,,,
sf_bq259,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,2,7.6,73,73,2100,,,,,,,,
sf_bq189,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,11.6,73,73,2650,,,,,,,,
sf_bq260,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,8.1,73,73,2100,3,73,1.000,0.041,1,2,,
sf_bq261,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,4,8.0,73,73,1989,,,,,,,,
sf_bq262,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,10.9,73,73,2595,,,,,,,,
sf_bq190,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,7.4,73,73,2100,,,,,,,,
sf_bq263,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,10.4,73,73,2650,9,73,1.000,0.123,1,0,,
sf_bq264,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,6.8,73,73,2100,2,73,1.000,0.027,1,2,,
sf_bq197,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,9.2,73,73,2649,,,,,,,,
sf_bq265,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,3,8.8,73,73,2588,13,73,1.000,0.178,1,2,,
sf_bq266,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,10.1,73,73,2583,,,,,,,,
sf_bq333,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,7.8,73,73,2100,,,,,,,,
sf_bq361,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,3,6.4,73,73,2100,,,,,,,,
sf_bq271,THELOOK_ECOMMERCE,snowflake,5,7,7,5,1.000,0.714,1,0,7,8.6,73,73,2649,14,73,1.000,0.192,1,1,,
sf_bq272,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,8.8,73,73,2583,,,,,,,,
sf_bq273,THELOOK_ECOMMERCE,snowflake,4,7,7,4,1.000,0.571,1,1,5,8.9,73,73,2646,12,73,1.000,0.164,1,4,,
sf_bq020,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,19.0,159,159,4609,,,,,,,,
sf_bq107,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,10.5,159,159,4587,,,,,,,,
sf_bq025,CENSUS_BUREAU_INTERNATIONAL,snowflake,2,8,8,2,1.000,0.250,1,1,4,14.5,165,165,4754,,,,,,,,
sf_bq115,CENSUS_BUREAU_INTERNATIONAL,snowflake,2,8,8,2,1.000,0.250,1,0,7,12.6,165,165,4704,,,,,,,,
sf_bq030,COVID19_OPEN_DATA,snowflake,1,2,2,1,1.000,0.500,1,1,1,162.1,715,715,7820,,,,,,,,
sf_bq018,COVID19_OPEN_DATA,snowflake,1,2,2,1,1.000,0.500,1,1,1,125.5,715,715,7820,,,,,,,,
sf_bq086,COVID19_OPEN_WORLD_BANK,snowflake,2,6,23,2,1.000,0.333,1,0,6,122.1,1028,1028,15419,,,,,,,,
sf_bq085,COVID19_JHU_WORLD_BANK,snowflake,2,20,25,2,1.000,0.100,1,0,15,691.6,3770,3770,95389,,,,,,,,
sf_bq130,COVID19_NYT,snowflake,2,4,4,2,1.000,0.500,1,1,2,29.4,29,29,1029,,,,,,,,
sf_bq087,COVID19_SYMPTOM_SEARCH,snowflake,1,4,4,1,1.000,0.250,1,1,2,328.2,2580,1722,66050,,,,,,,,
sf_bq088,COVID19_SYMPTOM_SEARCH,snowflake,1,4,4,1,1.000,0.250,1,1,1,204.8,2580,1722,66050,,,,,,,,
sf_bq089,COVID19_USA,snowflake,2,20,22,2,1.000,0.100,1,0,19,616.5,70858,6162,185008,,,,,,,,
sf_bq407,COVID19_USA,snowflake,2,18,22,2,1.000,0.111,1,0,18,664.8,70858,6162,182169,,,,,,,,
sf_bq137,CENSUS_BUREAU_USA,snowflake,2,13,13,2,1.000,0.154,1,1,5,96.4,132,126,6555,,,,,,,,
sf_bq060,CENSUS_BUREAU_INTERNATIONAL,snowflake,2,8,8,2,1.000,0.250,1,1,3,13.8,165,165,4736,,,,,,,,
sf_bq338,CENSUS_BUREAU_ACS_1,snowflake,1,20,87,1,1.000,0.050,1,0,10,409.7,69170,4460,161156,,,,,,,,
sf_bq061,CENSUS_BUREAU_ACS_1,snowflake,2,20,87,2,1.000,0.100,1,0,15,553.0,69170,4460,160908,,,,,,,,
sf_bq064,CENSUS_BUREAU_ACS_1,snowflake,3,20,87,2,0.667,0.100,0,0,78,598.1,69170,4460,160498,,,,,,,census_bureau_acs_1.geo_census_tracts.us_census_tracts_national,
sf_bq461,NCAA_BASKETBALL,snowflake,1,10,10,1,1.000,0.100,1,1,2,67.7,505,505,17946,,,,,,,,
sf_bq198,NCAA_BASKETBALL,snowflake,1,10,10,1,1.000,0.100,1,1,5,36.1,505,505,17636,,,,,,,,
sf_bq462,NCAA_BASKETBALL,snowflake,1,10,10,1,1.000,0.100,1,1,1,47.0,505,505,18049,,,,,,,,
sf_bq427,NCAA_BASKETBALL,snowflake,1,10,10,1,1.000,0.100,1,1,1,54.2,505,505,17372,,,,,,,,
sf_bq428,NCAA_BASKETBALL,snowflake,2,10,10,2,1.000,0.200,1,1,4,59.2,505,505,17629,,,,,,,,
sf_bq144,NCAA_INSIGHTS,snowflake,3,17,17,3,1.000,0.176,1,0,8,138.1,565,565,18526,,,,,,,,
sf_bq113,BLS,snowflake,2,7,25,2,1.000,0.286,1,1,2,99.0,23193,481,7771,,,,,,,,
sf_bq112,BLS,snowflake,3,4,25,3,1.000,0.750,1,0,4,31.0,23193,481,6561,,,,,,,,
sf_bq055,GOOGLE_DEI,snowflake,2,14,23,2,1.000,0.143,1,0,14,34.9,23123,425,9039,,,,,,,,
sf_bq075,GOOGLE_DEI,snowflake,3,15,23,3,1.000,0.200,1,0,14,32.2,23123,425,9204,,,,,,,,
sf_bq406,GOOGLE_DEI,snowflake,1,15,23,1,1.000,0.067,1,1,4,56.1,23123,425,9209,,,,,,,,
sf_bq084,GOOG_BLOCKCHAIN,snowflake,1,7,7,1,1.000,0.143,1,1,2,68.1,108,108,6637,,,,,,,,
sf_bq058,GOOG_BLOCKCHAIN,snowflake,1,7,7,1,1.000,0.143,1,1,4,44.7,108,108,6730,,,,,,,,
sf_bq416,GOOG_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,3,23.6,108,108,6730,,,,,,,,
sf_bq226,GOOG_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,4,8.5,108,108,6637,,,,,,,,
sf_bq016,DEPS_DEV_V1,snowflake,2,10,10,2,1.000,0.200,1,1,2,47.8,78,78,2861,,,,,,,,
