instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,missed
sf_bq127,PATENTS_GOOGLE,snowflake,2,4,4,2,1.000,0.500,1,1,2,8.9,
sf_bq215,PATENTS,snowflake,1,3,3,1,1.000,0.333,1,1,1,32.2,
sf_bq222,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,19.0,
sf_bq221,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,19.1,
sf_bq223,PATENTS,snowflake,2,3,3,2,1.000,0.667,1,1,2,33.1,
sf_bq420,PATENTS_USPTO,snowflake,3,20,46,2,0.667,0.100,0,0,44,45.8,patents_uspto.uspto_oce_office_actions.match_app
sf_bq207,PATENTS_USPTO,snowflake,3,20,46,2,0.667,0.100,0,0,28,27.1,patents_uspto.uspto_oce_assignment.match
sf_bq128,PATENTSVIEW,snowflake,4,20,59,4,1.000,0.200,1,0,20,65.2,
sf_bq246,PATENTSVIEW,snowflake,3,20,59,3,1.000,0.150,1,1,6,21.8,
sf_bq052,PATENTSVIEW,snowflake,5,20,59,5,1.000,0.250,1,0,18,21.6,
sf_bq036,GITHUB_REPOS,snowflake,2,1,6,1,0.500,1.000,0,0,6,8.9,github_repos.github_repos.languages
sf_bq100,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,7.2,
sf_bq101,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,5.4,
sf_bq182,GITHUB_REPOS_DATE,snowflake,2,2,9,1,0.500,0.500,0,0,9,8.4,github_repos_date.day._*
sf_bq217,GITHUB_REPOS_DATE,snowflake,2,2,9,1,0.500,0.500,0,0,9,5.1,github_repos_date.day._*
sf_bq191,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,9,5.4,
sf_bq224,GITHUB_REPOS_DATE,snowflake,2,2,9,1,0.500,0.500,0,0,8,4.7,github_repos_date.month._*
sf_bq192,GITHUB_REPOS_DATE,snowflake,3,6,9,2,0.667,0.333,0,0,8,6.3,github_repos_date.month._*
sf_bq225,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,7.0,
sf_bq180,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,4.1,
sf_bq233,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,3,4.5,
sf_bq248,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,1,3,4.3,
sf_bq193,GITHUB_REPOS,snowflake,3,3,6,3,1.000,1.000,1,0,3,4.8,
sf_bq295,GITHUB_REPOS_DATE,snowflake,3,7,9,3,1.000,0.429,1,0,6,5.7,
sf_bq249,GITHUB_REPOS,snowflake,1,2,6,1,1.000,0.500,1,0,2,4.6,
sf_bq375,GITHUB_REPOS,snowflake,1,3,6,1,1.000,0.333,1,1,1,3.8,
sf_bq255,GITHUB_REPOS,snowflake,3,3,6,3,1.000,1.000,1,1,3,4.1,
sf_bq194,GITHUB_REPOS,snowflake,2,4,6,2,1.000,0.500,1,1,2,4.4,
sf_bq377,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,3.8,
sf_bq359,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,3.8,
sf_bq252,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,4.0,
sf_bq251,PYPI,snowflake,2,2,2,2,1.000,1.000,1,1,2,11.0,
bq019,cms_data,bigquery,1,12,38,1,1.000,0.083,1,1,2,56.3,
bq234,cms_data,bigquery,1,10,38,1,1.000,0.100,1,1,2,32.9,
bq235,cms_data,bigquery,2,12,38,2,1.000,0.167,1,1,4,34.3,
bq172,cms_data,bigquery,1,17,38,1,1.000,0.059,1,1,2,38.2,
bq177,cms_data,bigquery,2,13,38,2,1.000,0.154,1,1,5,38.8,
bq354,cms_data,bigquery,5,20,38,5,1.000,0.250,1,0,19,46.5,
bq355,cms_data,bigquery,4,4,38,0,0.000,0.000,0,0,33,34.5,bigquery-public-data.cms_synthetic_patient_data_omop.concept;bigquery-public-data.cms_synthetic_patient_data_omop.concept_ancestor;bigquery-public-data.cms_synthetic_patient_data_omop.drug_exposure;bigquery-public-data.cms_synthetic_patient_data_omop.person
bq032,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,145.6,
bq119,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,118.3,
sf_bq117,NOAA_DATA,snowflake,1,12,33,1,1.000,0.083,1,1,1,64.2,
bq419,noaa_data,bigquery,1,17,33,1,1.000,0.059,1,1,1,84.4,
sf_bq071,NOAA_DATA_PLUS,snowflake,2,20,48,2,1.000,0.100,1,1,2,165.3,
sf_bq236,NOAA_DATA_PLUS,snowflake,2,20,48,2,1.000,0.100,1,1,6,130.8,
bq356,noaa_data,bigquery,2,13,33,2,1.000,0.154,1,0,9,74.0,
bq042,noaa_data,bigquery,1,18,33,1,1.000,0.056,1,1,5,112.3,
bq394,noaa_data,bigquery,1,12,33,1,1.000,0.083,1,1,2,66.9,
bq357,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,2,67.0,
bq181,noaa_data,bigquery,2,13,33,2,1.000,0.154,1,0,9,65.6,
bq045,noaa_data,bigquery,2,20,33,2,1.000,0.100,1,1,6,73.0,
sf_bq358,NEW_YORK_CITIBIKE_1,snowflake,3,12,21,3,1.000,0.250,1,1,3,66.4,
bq290,noaa_data,bigquery,2,20,33,2,1.000,0.100,1,0,9,101.1,
bq031,noaa_data,bigquery,2,13,33,1,0.500,0.077,0,0,28,94.0,bigquery-public-data.noaa_gsod.stations
bq392,noaa_gsod,bigquery,1,2,2,1,1.000,0.500,1,1,1,6.1,
sf_bq050,NEW_YORK_CITIBIKE_1,snowflake,5,12,21,4,0.800,0.333,0,0,16,57.5,new_york_citibike_1.noaa_gsod.stations
sf_bq426,NEW_YORK_CITIBIKE_1,snowflake,4,12,21,3,0.750,0.250,0,0,14,36.1,new_york_citibike_1.noaa_gsod.stations
sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,snowflake,1,11,11,1,1.000,0.091,1,1,1,13.7,
bq208,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,0,10,58.0,
bq047,new_york_noaa,bigquery,2,10,11,2,1.000,0.200,1,1,3,27.7,
bq048,new_york_noaa,bigquery,2,10,11,2,1.000,0.200,1,0,7,26.6,
bq293,new_york_geo,bigquery,2,12,24,2,1.000,0.167,1,0,5,103.6,
sf_bq017,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,1,10.0,
sf_bq131,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,1,8.2,
sf_bq349,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,4,8.3,
sf_bq007,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,16,184.9,
sf_bq429,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,16,174.8,
sf_bq073,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,15,164.9,
sf_bq410,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,20,166.1,
sf_bq348,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,4,13.3,
sf_bq253,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,0,5,9.0,
sf_bq254,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,3,9.0,
sf_bq056,GEO_OPENSTREETMAP_BOUNDARIES,snowflake,2,12,25,1,0.500,0.083,0,0,13,34.5,geo_openstreetmap_boundaries.geo_us_boundaries.states
sf_bq289,GEO_OPENSTREETMAP_CENSUS_PLACES,snowflake,2,20,67,2,1.000,0.100,1,1,5,173.8,
sf_bq250,GEO_OPENSTREETMAP_WORLDPOP,snowflake,2,11,11,2,1.000,0.182,1,1,3,14.4,
sf_bq083,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,7,120.5,
sf_bq184,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,84.8,
sf_bq195,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,9,70.7,
sf_bq256,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,10,74.7,
sf_bq080,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,79.0,
sf_bq342,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,3,81.5,
sf_bq341,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,77.7,
sf_bq444,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,118.3,
sf_bq340,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,4,78.4,
sf_bq005,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,3,79.0,
sf_bq334,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,9,79.4,
sf_bq335,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,9,74.6,
sf_bq057,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,3,82.3,
sf_bq068,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,78.9,
sf_bq092,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,13,83.8,
sf_bq093,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,16,81.1,
sf_bq292,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,82.2,
sf_bq135,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,7,70.6,
sf_bq136,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,1,5,87.0,
sf_bq065,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,78.1,
sf_bq037,HUMAN_GENOME_VARIANTS,snowflake,1,5,8,1,1.000,0.200,1,1,1,22.5,
sf_bq012,ETHEREUM_BLOCKCHAIN,snowflake,3,7,7,3,1.000,0.429,1,1,4,18.6,
sf_bq187,ETHEREUM_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,3,9.3,
sf_bq450,ETHEREUM_BLOCKCHAIN,snowflake,5,7,7,5,1.000,0.714,1,0,6,31.0,
bq034,ghcn_d,bigquery,1,5,5,1,1.000,0.200,1,1,1,7.5,
bq383,ghcn_d,bigquery,1,5,5,1,1.000,0.200,1,1,2,5.6,
bq051,new_york_ghcn,bigquery,3,10,14,3,1.000,0.300,1,0,10,36.0,
bq038,new_york,bigquery,1,8,9,1,1.000,0.125,1,1,2,20.3,
bq053,new_york,bigquery,2,9,9,2,1.000,0.222,1,1,2,22.3,
bq054,new_york,bigquery,1,9,9,1,1.000,0.111,1,1,1,21.9,
bq021,new_york,bigquery,2,9,9,2,1.000,0.222,1,0,5,18.6,
bq202,new_york_plus,bigquery,1,12,18,1,1.000,0.083,1,1,1,35.6,
bq185,new_york_plus,bigquery,2,12,18,2,1.000,0.167,1,0,8,25.6,
bq040,new_york_plus,bigquery,2,12,18,2,1.000,0.167,1,0,5,37.2,
bq098,new_york_plus,bigquery,2,10,18,2,1.000,0.200,1,0,7,37.5,
bq039,new_york_plus,bigquery,2,10,18,2,1.000,0.200,1,0,6,30.8,
bq203,new_york_plus,bigquery,2,12,18,2,1.000,0.167,1,1,4,28.8,
bq035,san_francisco,bigquery,2,5,8,2,1.000,0.400,1,1,2,27.1,
bq186,san_francisco,bigquery,1,8,8,1,1.000,0.125,1,1,1,14.2,
bq081,san_francisco_plus,bigquery,3,12,19,3,1.000,0.250,1,0,7,39.8,
sf_bq294,SAN_FRANCISCO_PLUS,snowflake,3,12,19,3,1.000,0.250,1,0,10,35.2,
bq339,san_francisco_plus,bigquery,1,12,19,1,1.000,0.083,1,1,1,25.7,
bq400,san_francisco_plus,bigquery,3,8,19,3,1.000,0.375,1,0,7,21.3,
bq059,san_francisco_plus,bigquery,3,12,19,3,1.000,0.250,1,0,8,21.7,
bq376,san_francisco_plus,bigquery,6,12,19,6,1.000,0.500,1,0,9,19.3,
sf_bq014,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,9.5,
sf_bq188,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,0,6,6.1,
sf_bq258,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,6.8,
sf_bq259,THELOOK_ECOMMERCE,snowflake,1,6,7,1,1.000,0.167,1,1,2,5.6,
sf_bq189,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,6.8,
sf_bq260,THELOOK_ECOMMERCE,snowflake,1,6,7,1,1.000,0.167,1,1,1,5.4,
sf_bq261,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,4,5.8,
sf_bq262,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,6.7,
sf_bq190,THELOOK_ECOMMERCE,snowflake,1,6,7,1,1.000,0.167,1,1,1,5.5,
sf_bq263,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,6.2,
sf_bq264,THELOOK_ECOMMERCE,snowflake,1,6,7,1,1.000,0.167,1,1,1,4.9,
sf_bq197,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,6.2,
sf_bq265,THELOOK_ECOMMERCE,snowflake,3,6,7,3,1.000,0.500,1,1,3,5.4,
sf_bq266,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,5.6,
sf_bq333,THELOOK_ECOMMERCE,snowflake,1,6,7,1,1.000,0.167,1,1,1,5.7,
sf_bq361,THELOOK_ECOMMERCE,snowflake,1,6,7,1,1.000,0.167,1,1,3,4.9,
sf_bq271,THELOOK_ECOMMERCE,snowflake,5,7,7,5,1.000,0.714,1,0,7,6.4,
sf_bq272,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,5.9,
sf_bq273,THELOOK_ECOMMERCE,snowflake,4,7,7,4,1.000,0.571,1,0,5,6.2,
sf_bq020,GENOMICS_CANNABIS,snowflake,2,6,7,2,1.000,0.333,1,1,3,15.4,
sf_bq107,GENOMICS_CANNABIS,snowflake,2,6,7,2,1.000,0.333,1,1,3,7.8,
bq025,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,4,9.7,
bq115,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,0,7,11.0,
bq030,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,27.5,
bq018,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,25.1,
bq086,covid19_open_world_bank,bigquery,2,5,22,2,1.000,0.400,1,0,3,48.8,
bq085,covid19_jhu_world_bank,bigquery,2,12,25,2,1.000,0.167,1,0,12,74.9,
bq130,covid19_nyt,bigquery,2,4,4,2,1.000,0.500,1,1,2,7.0,
bq087,covid19_symptom_search,bigquery,1,4,4,1,1.000,0.250,1,1,2,49.8,
bq088,covid19_symptom_search,bigquery,1,4,4,1,1.000,0.250,1,1,1,47.1,
bq089,covid19_usa,bigquery,2,12,22,1,0.500,0.083,0,0,20,178.0,bigquery-public-data.covid19_vaccination_access.facility_boundary_us_all
bq407,covid19_usa,bigquery,2,12,22,1,0.500,0.083,0,0,17,330.6,bigquery-public-data.covid19_usafacts.summary
bq137,census_bureau_usa,bigquery,2,10,13,2,1.000,0.200,1,0,5,31.5,
bq060,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,3,9.3,
bq338,census_bureau_acs_1,bigquery,1,20,87,1,1.000,0.050,1,1,2,386.4,
bq061,census_bureau_acs_1,bigquery,2,20,87,2,1.000,0.100,1,0,15,233.6,
bq064,census_bureau_acs_1,bigquery,3,20,87,2,0.667,0.100,0,0,,362.2,bigquery-public-data.geo_census_tracts.us_census_tracts_national
bq461,ncaa_basketball,bigquery,1,8,10,1,1.000,0.125,1,1,2,51.9,
bq198,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,0,5,24.6,
bq462,ncaa_basketball,bigquery,1,8,10,1,1.000,0.125,1,1,1,34.1,
bq427,ncaa_basketball,bigquery,1,6,10,1,1.000,0.167,1,1,1,40.5,
bq428,ncaa_basketball,bigquery,2,8,10,2,1.000,0.250,1,1,4,38.7,
bq144,ncaa_insights,bigquery,3,12,15,3,1.000,0.250,1,0,8,88.9,
bq113,bls,bigquery,2,7,25,2,1.000,0.286,1,1,2,43.8,
bq112,bls,bigquery,3,4,25,3,1.000,0.750,1,0,4,26.2,
bq055,google_dei,bigquery,2,12,24,1,0.500,0.083,0,0,15,24.3,bigquery-public-data.bls.cpsaat18
bq075,google_dei,bigquery,3,12,24,2,0.667,0.167,0,0,15,21.0,bigquery-public-data.bls.cpsaat18
bq406,google_dei,bigquery,1,12,24,1,1.000,0.083,1,1,4,17.9,
sf_bq084,GOOG_BLOCKCHAIN,snowflake,1,7,7,1,1.000,0.143,1,1,2,20.4,
sf_bq058,GOOG_BLOCKCHAIN,snowflake,1,7,7,1,1.000,0.143,1,1,4,25.6,
sf_bq416,GOOG_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,3,20.0,
sf_bq226,GOOG_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,4,6.8,
sf_bq016,DEPS_DEV_V1,snowflake,2,8,10,2,1.000,0.250,1,1,2,12.4,
sf_bq062,DEPS_DEV_V1,snowflake,1,8,10,1,1.000,0.125,1,1,2,5.5,
sf_bq063,DEPS_DEV_V1,snowflake,2,9,10,2,1.000,0.222,1,1,3,6.6,
sf_bq028,DEPS_DEV_V1,snowflake,3,9,10,3,1.000,0.333,1,0,6,6.1,
bq022,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,9.5,
bq362,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.8,
bq363,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,10.1,
bq076,chicago,bigquery,1,1,2,1,1.000,1.000,1,1,1,5.5,
bq077,chicago,bigquery,1,1,2,1,1.000,1.000,1,1,1,4.9,
bq109,open_targets_genetics_1,bigquery,2,12,13,2,1.000,0.167,1,0,8,22.0,
sf_bq325,OPEN_TARGETS_GENETICS_2,snowflake,4,12,13,4,1.000,0.333,1,0,10,21.7,
bq090,CYMBAL_INVESTMENTS,bigquery,1,1,1,1,1.000,1.000,1,1,1,7.1,
bq442,CYMBAL_INVESTMENTS,bigquery,1,1,1,1,1.000,1.000,1,1,1,7.8,
bq079,usfs_fia,bigquery,3,10,11,3,1.000,0.300,1,0,5,108.6,
bq024,usfs_fia,bigquery,3,11,11,3,1.000,0.273,1,1,4,226.3,
bq220,usfs_fia,bigquery,3,9,11,3,1.000,0.333,1,0,5,127.9,
bq096,gbif,bigquery,1,1,1,1,1.000,1.000,1,1,1,8.9,
sf_bq276,NOAA_PORTS,snowflake,3,12,17,3,1.000,0.250,1,1,4,117.5,
bq277,noaa_ports,bigquery,5,12,17,3,0.600,0.250,0,0,,115.6,bigquery-public-data.persistent_udfs.azimuth_to_geog_point;bigquery-public-data.persistent_udfs.nautical_miles_conversion
bq278,sunroof_solar,bigquery,2,2,2,2,1.000,1.000,1,1,2,12.1,
bq102,gnomAD,bigquery,1,8,8,1,1.000,0.125,1,1,4,87.3,
bq445,gnomAD,bigquery,1,8,8,1,1.000,0.125,1,1,4,88.8,
bq103,gnomAD,bigquery,1,8,8,1,1.000,0.125,1,0,6,91.3,
sf_bq104,GOOGLE_TRENDS,snowflake,1,4,4,1,1.000,0.250,1,1,2,3.9,
sf_bq411,GOOGLE_TRENDS,snowflake,1,4,4,1,1.000,0.250,1,1,4,3.1,
bq105,nhtsa_traffic_fatalities_plus,bigquery,4,20,33,3,0.750,0.150,0,0,26,93.0,bigquery-public-data.utility_us.zipcode_area
bq108,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,0,5,61.7,
bq067,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,1,4,150.6,
bq396,nhtsa_traffic_fatalities,bigquery,1,12,20,1,1.000,0.083,1,1,1,69.5,
bq441,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,1,3,100.1,
bq097,sdoh,bigquery,1,20,31,1,1.000,0.050,1,0,13,210.2,
bq120,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,11,216.6,
bq110,sdoh,bigquery,1,20,31,1,1.000,0.050,1,1,1,200.6,
bq395,sdoh,bigquery,1,19,31,1,1.000,0.053,1,1,1,376.6,
bq352,sdoh,bigquery,2,20,31,1,0.500,0.050,0,0,27,176.8,bigquery-public-data.sdoh_cdc_wonder_natality.county_natality
bq074,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,14,174.7,
bq066,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,12,366.1,
bq114,openaq,bigquery,2,20,33,1,0.500,0.050,0,0,33,61.6,bigquery-public-data.openaq.global_air_quality
bq116,sec_quarterly_financials,bigquery,2,9,10,2,1.000,0.222,1,1,2,24.7,
bq041,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,0,12,20.2,
sf_bq121,STACKOVERFLOW,snowflake,2,12,16,2,1.000,0.167,1,1,2,12.2,
bq123,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,1,2,11.1,
bq280,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,10,9.1,
bq300,stackoverflow,bigquery,2,9,16,2,1.000,0.222,1,0,5,10.0,
bq301,stackoverflow,bigquery,3,12,16,2,0.667,0.167,0,0,13,11.4,bigquery-public-data.stackoverflow.users
bq302,stackoverflow,bigquery,1,9,16,1,1.000,0.111,1,1,1,8.3,
bq303,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,1,3,11.1,
bq304,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,10,13.0,
bq310,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,10,12.5,
bq305,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,1,2,11.2,
bq306,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,0,10,11.5,
sf_bq307,STACKOVERFLOW,snowflake,2,12,16,2,1.000,0.167,1,1,2,9.3,
bq308,stackoverflow,bigquery,2,9,16,2,1.000,0.222,1,0,8,8.2,
bq309,stackoverflow,bigquery,4,12,16,4,1.000,0.333,1,0,8,11.0,
bq124,fhir_synthea,bigquery,3,12,17,3,1.000,0.250,1,0,11,214.1,
bq391,fhir_synthea,bigquery,3,12,17,3,1.000,0.250,1,0,12,203.3,
bq126,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,3,12.3,
bq366,the_met,bigquery,2,2,3,2,1.000,1.000,1,1,2,7.7,
bq414,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,2,8.2,
bq200,mlb,bigquery,2,3,3,2,1.000,0.667,1,1,2,21.6,
sf_bq458,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,11.9,
sf_bq459,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,9.7,
sf_bq460,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,10.8,
bq204,eclipse_megamovie,bigquery,1,1,5,1,1.000,1.000,1,1,1,10.3,
bq389,epa_historical_air_quality,bigquery,6,20,32,4,0.667,0.200,0,0,26,269.7,bigquery-public-data.epa_historical_air_quality.pm25_nonfrm_daily_summary;bigquery-public-data.epa_historical_air_quality.voc_daily_summary
sf_bq345,IDC,snowflake,1,6,16,1,1.000,0.167,1,1,1,95.6,
sf_bq346,IDC,snowflake,2,10,16,2,1.000,0.200,1,1,4,73.1,
sf_bq347,IDC,snowflake,2,9,16,2,1.000,0.222,1,0,5,68.8,
sf_bq390,IDC,snowflake,2,9,16,2,1.000,0.222,1,1,4,70.7,
sf_bq421,IDC,snowflake,1,5,16,1,1.000,0.200,1,1,1,74.6,
sf_bq422,IDC,snowflake,1,7,16,1,1.000,0.143,1,1,1,79.0,
sf_bq069,IDC,snowflake,1,4,16,1,1.000,0.250,1,1,1,137.9,
sf_bq219,IOWA_LIQUOR_SALES,snowflake,1,1,1,1,1.000,1.000,1,1,1,236.2,
bq199,iowa_liquor_sales,bigquery,1,1,1,1,1.000,1.000,1,1,1,8.1,
bq218,iowa_liquor_sales,bigquery,1,1,1,1,1.000,1.000,1,1,1,4.7,
bq049,iowa_liquor_sales_plus,bigquery,2,2,2,2,1.000,1.000,1,1,2,5.5,
bq360,nppes,bigquery,1,2,4,1,1.000,0.500,1,1,1,28.3,
bq286,usa_names,bigquery,1,2,2,1,1.000,0.500,1,1,2,3.9,
sf_bq044,TCGA,snowflake,3,20,50,2,0.667,0.100,0,0,32,378.0,tcga.tcga_versioned.rnaseq_hg19_gdc_2017_02
sf_bq043,TCGA,snowflake,3,20,50,3,1.000,0.150,1,0,11,203.4,
bq143,CPTAC_PDC,bigquery,3,20,78,2,0.667,0.100,0,0,23,218.1,isb-cgc-bq.cptac.quant_proteome_cptac_ccrcc_discovery_study_pdc_current
sf_bq147,TCGA,snowflake,1,20,50,1,1.000,0.050,1,0,16,196.8,
