instance_id,db,dialect,n_gold,n_pred,n_tables_db,hit,recall,precision,strict,anchor_hit,max_gold_rank,ms,missed
sf_bq295,GITHUB_REPOS_DATE,snowflake,3,9,9,3,1.000,0.333,1,0,7,5.3,
sf_bq249,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,0,2,4.4,
sf_bq375,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,3.7,
sf_bq255,GITHUB_REPOS,snowflake,3,6,6,3,1.000,0.500,1,1,3,3.8,
sf_bq194,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,4.1,
sf_bq377,GITHUB_REPOS,snowflake,1,6,6,1,1.000,0.167,1,1,1,3.5,
sf_bq359,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,3.6,
sf_bq252,GITHUB_REPOS,snowflake,2,6,6,2,1.000,0.333,1,1,2,3.7,
sf_bq251,PYPI,snowflake,2,2,2,2,1.000,1.000,1,1,2,10.9,
bq019,cms_data,bigquery,1,10,38,1,1.000,0.100,1,1,5,61.5,
bq234,cms_data,bigquery,1,10,38,1,1.000,0.100,1,1,2,34.6,
bq235,cms_data,bigquery,2,11,38,2,1.000,0.182,1,1,5,37.2,
bq172,cms_data,bigquery,1,13,38,1,1.000,0.077,1,1,3,36.2,
bq177,cms_data,bigquery,2,12,38,2,1.000,0.167,1,0,7,38.1,
bq354,cms_data,bigquery,5,20,38,5,1.000,0.250,1,0,19,48.3,
bq355,cms_data,bigquery,4,4,38,0,0.000,0.000,0,0,33,37.8,bigquery-public-data.cms_synthetic_patient_data_omop.concept;bigquery-public-data.cms_synthetic_patient_data_omop.concept_ancestor;bigquery-public-data.cms_synthetic_patient_data_omop.drug_exposure;bigquery-public-data.cms_synthetic_patient_data_omop.person
bq032,noaa_data,bigquery,1,20,33,1,1.000,0.050,1,1,1,147.3,
bq119,noaa_data,bigquery,1,18,33,1,1.000,0.056,1,1,1,121.4,
sf_bq117,NOAA_DATA,snowflake,1,12,33,1,1.000,0.083,1,1,2,64.2,
bq419,noaa_data,bigquery,1,12,33,1,1.000,0.083,1,1,1,7076.8,
sf_bq071,NOAA_DATA_PLUS,snowflake,2,20,48,2,1.000,0.100,1,1,6,164.3,
sf_bq236,NOAA_DATA_PLUS,snowflake,2,20,48,2,1.000,0.100,1,1,6,128.2,
bq356,noaa_data,bigquery,2,13,33,2,1.000,0.154,1,0,9,135.5,
bq042,noaa_data,bigquery,1,16,33,1,1.000,0.062,1,1,4,56.9,
bq394,noaa_data,bigquery,1,19,33,1,1.000,0.053,1,1,2,55.1,
bq357,noaa_data,bigquery,1,19,33,1,1.000,0.053,1,1,2,56.7,
bq181,noaa_data,bigquery,2,13,33,2,1.000,0.154,1,0,10,54.8,
bq045,noaa_data,bigquery,2,20,33,2,1.000,0.100,1,0,9,62.0,
sf_bq358,NEW_YORK_CITIBIKE_1,snowflake,3,12,21,3,1.000,0.250,1,1,4,55.6,
bq290,noaa_data,bigquery,2,20,33,2,1.000,0.100,1,0,9,77.2,
bq031,noaa_data,bigquery,2,16,33,1,0.500,0.062,0,0,28,82.5,bigquery-public-data.noaa_gsod.stations
bq392,noaa_gsod,bigquery,1,2,2,1,1.000,0.500,1,1,1,6.4,
sf_bq050,NEW_YORK_CITIBIKE_1,snowflake,5,12,21,4,0.800,0.333,0,0,16,64.9,new_york_citibike_1.noaa_gsod.stations
sf_bq426,NEW_YORK_CITIBIKE_1,snowflake,4,12,21,3,0.750,0.250,0,0,15,36.8,new_york_citibike_1.noaa_gsod.stations
sf_bq291,NOAA_GLOBAL_FORECAST_SYSTEM,snowflake,1,11,11,1,1.000,0.091,1,1,1,12.8,
bq208,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,0,10,65.0,
bq047,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,0,5,33.3,
bq048,new_york_noaa,bigquery,2,11,11,2,1.000,0.182,1,0,7,28.5,
bq293,new_york_geo,bigquery,2,12,24,2,1.000,0.167,1,0,6,108.5,
sf_bq017,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,1,13.0,
sf_bq131,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,1,9.4,
sf_bq349,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,4,9.6,
sf_bq007,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,16,186.0,
sf_bq429,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,16,181.1,
sf_bq073,CENSUS_BUREAU_ACS_2,snowflake,2,18,32,2,1.000,0.111,1,0,17,173.7,
sf_bq410,CENSUS_BUREAU_ACS_2,snowflake,2,20,32,2,1.000,0.100,1,0,20,173.0,
sf_bq348,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,3,14.0,
sf_bq253,GEO_OPENSTREETMAP,snowflake,2,10,10,2,1.000,0.200,1,1,4,9.1,
sf_bq254,GEO_OPENSTREETMAP,snowflake,1,10,10,1,1.000,0.100,1,1,4,9.4,
sf_bq056,GEO_OPENSTREETMAP_BOUNDARIES,snowflake,2,12,25,2,1.000,0.167,1,0,12,35.8,
sf_bq289,GEO_OPENSTREETMAP_CENSUS_PLACES,snowflake,2,20,67,1,0.500,0.050,0,0,59,181.7,geo_openstreetmap_census_places.geo_openstreetmap.planet_features_points
sf_bq250,GEO_OPENSTREETMAP_WORLDPOP,snowflake,2,11,11,2,1.000,0.182,1,0,5,16.5,
sf_bq083,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,4,145.6,
sf_bq184,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,90.4,
sf_bq195,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,10,81.2,
sf_bq256,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,12,89.3,
sf_bq080,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,90.7,
sf_bq342,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,8,82.6,
sf_bq341,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,4,80.2,
sf_bq444,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,115.6,
sf_bq340,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,4,76.4,
sf_bq005,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,3,75.5,
sf_bq334,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,11,78.1,
sf_bq335,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,10,73.6,
sf_bq057,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,79.4,
sf_bq068,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,75.4,
sf_bq092,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,0,7,536.7,
sf_bq093,CRYPTO,snowflake,3,20,39,3,1.000,0.150,1,0,12,77.7,
sf_bq292,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,2,81.4,
sf_bq135,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,10,70.5,
sf_bq136,CRYPTO,snowflake,2,20,39,2,1.000,0.100,1,0,8,84.6,
sf_bq065,CRYPTO,snowflake,1,20,39,1,1.000,0.050,1,1,1,79.1,
sf_bq037,HUMAN_GENOME_VARIANTS,snowflake,1,8,8,1,1.000,0.125,1,1,1,21.4,
sf_bq012,ETHEREUM_BLOCKCHAIN,snowflake,3,7,7,3,1.000,0.429,1,1,4,18.4,
sf_bq187,ETHEREUM_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,3,9.0,
sf_bq450,ETHEREUM_BLOCKCHAIN,snowflake,5,7,7,5,1.000,0.714,1,0,6,30.5,
bq034,ghcn_d,bigquery,1,5,5,1,1.000,0.200,1,1,1,7.3,
bq383,ghcn_d,bigquery,1,5,5,1,1.000,0.200,1,1,2,5.4,
bq051,new_york_ghcn,bigquery,3,10,14,3,1.000,0.300,1,0,10,41.1,
bq038,new_york,bigquery,1,9,9,1,1.000,0.111,1,1,3,23.7,
bq053,new_york,bigquery,2,9,9,2,1.000,0.222,1,1,2,23.1,
bq054,new_york,bigquery,1,9,9,1,1.000,0.111,1,1,1,20.0,
bq021,new_york,bigquery,2,9,9,2,1.000,0.222,1,1,4,21.3,
bq202,new_york_plus,bigquery,1,12,18,1,1.000,0.083,1,1,1,33.6,
bq185,new_york_plus,bigquery,2,12,18,2,1.000,0.167,1,0,8,24.6,
bq040,new_york_plus,bigquery,2,12,18,2,1.000,0.167,1,0,8,34.6,
bq098,new_york_plus,bigquery,2,11,18,2,1.000,0.182,1,0,7,37.7,
bq039,new_york_plus,bigquery,2,10,18,2,1.000,0.200,1,0,5,32.2,
bq203,new_york_plus,bigquery,2,12,18,2,1.000,0.167,1,1,4,25.8,
bq035,san_francisco,bigquery,2,8,8,2,1.000,0.250,1,1,2,26.1,
bq186,san_francisco,bigquery,1,8,8,1,1.000,0.125,1,1,1,13.6,
bq081,san_francisco_plus,bigquery,3,11,19,3,1.000,0.273,1,0,9,39.7,
sf_bq294,SAN_FRANCISCO_PLUS,snowflake,3,12,19,3,1.000,0.250,1,0,10,151.7,
bq339,san_francisco_plus,bigquery,1,12,19,1,1.000,0.083,1,1,1,28.7,
bq400,san_francisco_plus,bigquery,3,7,19,3,1.000,0.429,1,0,6,25.4,
bq059,san_francisco_plus,bigquery,3,10,19,3,1.000,0.300,1,0,9,25.3,
bq376,san_francisco_plus,bigquery,6,12,19,6,1.000,0.500,1,0,10,22.6,
sf_bq014,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,10.6,
sf_bq188,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,0,6,6.6,
sf_bq258,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,9.0,
sf_bq259,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,2,6.3,
sf_bq189,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,7.7,
sf_bq260,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,5.9,
sf_bq261,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,4,6.4,
sf_bq262,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,7.9,
sf_bq190,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,6.7,
sf_bq263,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,4,7.9,
sf_bq264,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,5.6,
sf_bq197,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,6.7,
sf_bq265,THELOOK_ECOMMERCE,snowflake,3,7,7,3,1.000,0.429,1,1,3,7.0,
sf_bq266,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,6.1,
sf_bq333,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,1,6.2,
sf_bq361,THELOOK_ECOMMERCE,snowflake,1,7,7,1,1.000,0.143,1,1,3,5.8,
sf_bq271,THELOOK_ECOMMERCE,snowflake,5,7,7,5,1.000,0.714,1,0,7,6.5,
sf_bq272,THELOOK_ECOMMERCE,snowflake,2,7,7,2,1.000,0.286,1,1,3,6.3,
sf_bq273,THELOOK_ECOMMERCE,snowflake,4,7,7,4,1.000,0.571,1,0,6,7.2,
sf_bq020,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,15.6,
sf_bq107,GENOMICS_CANNABIS,snowflake,2,7,7,2,1.000,0.286,1,1,3,8.9,
bq025,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,0,4,9.7,
bq115,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,0,5,8.4,
bq030,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,34.1,
bq018,covid19_open_data,bigquery,1,1,1,1,1.000,1.000,1,1,1,29.5,
bq086,covid19_open_world_bank,bigquery,2,2,22,1,0.500,0.500,0,0,5,70.8,bigquery-public-data.world_bank_global_population.population_by_country
bq085,covid19_jhu_world_bank,bigquery,2,12,25,2,1.000,0.167,1,0,10,78.7,
bq130,covid19_nyt,bigquery,2,4,4,2,1.000,0.500,1,1,3,6.8,
bq087,covid19_symptom_search,bigquery,1,4,4,1,1.000,0.250,1,1,3,50.1,
bq088,covid19_symptom_search,bigquery,1,4,4,1,1.000,0.250,1,1,2,49.5,
bq089,covid19_usa,bigquery,2,12,22,1,0.500,0.083,0,0,19,311.5,bigquery-public-data.covid19_vaccination_access.facility_boundary_us_all
bq407,covid19_usa,bigquery,2,12,22,1,0.500,0.083,0,0,18,198.2,bigquery-public-data.covid19_usafacts.summary
bq137,census_bureau_usa,bigquery,2,10,13,2,1.000,0.200,1,0,6,31.0,
bq060,census_bureau_international,bigquery,2,8,8,2,1.000,0.250,1,1,3,8.8,
bq338,census_bureau_acs_1,bigquery,1,20,87,1,1.000,0.050,1,1,1,371.4,
bq061,census_bureau_acs_1,bigquery,2,20,87,2,1.000,0.100,1,0,15,223.9,
bq064,census_bureau_acs_1,bigquery,3,20,87,1,0.333,0.050,0,0,,506.9,bigquery-public-data.geo_census_tracts.us_census_tracts_national;bigquery-public-data.geo_us_boundaries.zip_codes
bq461,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,2,46.4,
bq198,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,0,6,23.0,
bq462,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,2,34.5,
bq427,ncaa_basketball,bigquery,1,10,10,1,1.000,0.100,1,1,1,36.8,
bq428,ncaa_basketball,bigquery,2,10,10,2,1.000,0.200,1,0,5,33.6,
bq144,ncaa_insights,bigquery,3,12,15,3,1.000,0.250,1,0,8,93.3,
bq113,bls,bigquery,2,6,25,2,1.000,0.333,1,0,2,36.3,
bq112,bls,bigquery,3,5,25,3,1.000,0.600,1,0,3,21.6,
bq055,google_dei,bigquery,2,11,24,1,0.500,0.091,0,0,15,24.2,bigquery-public-data.bls.cpsaat18
bq075,google_dei,bigquery,3,12,24,2,0.667,0.167,0,0,14,21.2,bigquery-public-data.bls.cpsaat18
bq406,google_dei,bigquery,1,12,24,1,1.000,0.083,1,1,4,19.8,
sf_bq084,GOOG_BLOCKCHAIN,snowflake,1,7,7,1,1.000,0.143,1,1,2,21.7,
sf_bq058,GOOG_BLOCKCHAIN,snowflake,1,7,7,1,1.000,0.143,1,0,6,24.9,
sf_bq416,GOOG_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,4,19.8,
sf_bq226,GOOG_BLOCKCHAIN,snowflake,2,7,7,2,1.000,0.286,1,1,4,6.4,
sf_bq016,DEPS_DEV_V1,snowflake,2,10,10,2,1.000,0.200,1,1,2,11.9,
sf_bq062,DEPS_DEV_V1,snowflake,1,10,10,1,1.000,0.100,1,1,2,5.2,
sf_bq063,DEPS_DEV_V1,snowflake,2,10,10,2,1.000,0.200,1,1,3,6.3,
sf_bq028,DEPS_DEV_V1,snowflake,3,10,10,3,1.000,0.300,1,0,6,5.4,
bq022,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,9.1,
bq362,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.4,
bq363,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,7.6,
bq076,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,5.3,
bq077,chicago,bigquery,1,2,2,1,1.000,0.500,1,1,1,4.8,
bq109,open_targets_genetics_1,bigquery,2,12,13,2,1.000,0.167,1,0,8,21.0,
sf_bq325,OPEN_TARGETS_GENETICS_2,snowflake,4,12,13,4,1.000,0.333,1,0,10,21.7,
bq090,CYMBAL_INVESTMENTS,bigquery,1,1,1,1,1.000,1.000,1,1,1,7.3,
bq442,CYMBAL_INVESTMENTS,bigquery,1,1,1,1,1.000,1.000,1,1,1,8.0,
bq079,usfs_fia,bigquery,3,11,11,3,1.000,0.273,1,0,5,108.8,
bq024,usfs_fia,bigquery,3,11,11,3,1.000,0.273,1,0,5,240.3,
bq220,usfs_fia,bigquery,3,11,11,3,1.000,0.273,1,0,5,156.0,
bq096,gbif,bigquery,1,1,1,1,1.000,1.000,1,1,1,9.9,
sf_bq276,NOAA_PORTS,snowflake,3,12,17,3,1.000,0.250,1,1,3,138.6,
bq277,noaa_ports,bigquery,5,12,17,3,0.600,0.250,0,0,,138.9,bigquery-public-data.persistent_udfs.azimuth_to_geog_point;bigquery-public-data.persistent_udfs.nautical_miles_conversion
bq278,sunroof_solar,bigquery,2,2,2,2,1.000,1.000,1,1,2,10.3,
bq102,gnomAD,bigquery,1,8,8,1,1.000,0.125,1,1,4,92.4,
bq445,gnomAD,bigquery,1,8,8,1,1.000,0.125,1,1,4,93.1,
bq103,gnomAD,bigquery,1,8,8,1,1.000,0.125,1,0,6,91.2,
sf_bq104,GOOGLE_TRENDS,snowflake,1,4,4,1,1.000,0.250,1,1,2,4.1,
sf_bq411,GOOGLE_TRENDS,snowflake,1,4,4,1,1.000,0.250,1,1,4,3.4,
bq105,nhtsa_traffic_fatalities_plus,bigquery,4,20,33,3,0.750,0.150,0,0,25,98.8,bigquery-public-data.utility_us.zipcode_area
bq108,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,0,5,60.2,
bq067,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,1,4,156.7,
bq396,nhtsa_traffic_fatalities,bigquery,1,12,20,1,1.000,0.083,1,1,1,69.4,
bq441,nhtsa_traffic_fatalities,bigquery,3,12,20,3,1.000,0.250,1,1,4,106.4,
bq097,sdoh,bigquery,1,20,31,1,1.000,0.050,1,0,15,190.9,
bq120,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,16,169.4,
bq110,sdoh,bigquery,1,20,31,1,1.000,0.050,1,1,1,161.2,
bq395,sdoh,bigquery,1,19,31,1,1.000,0.053,1,1,1,356.9,
bq352,sdoh,bigquery,2,20,31,1,0.500,0.050,0,0,28,171.0,bigquery-public-data.sdoh_cdc_wonder_natality.county_natality
bq074,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,19,176.8,
bq066,sdoh,bigquery,2,20,31,2,1.000,0.100,1,0,15,361.6,
bq114,openaq,bigquery,2,20,33,1,0.500,0.050,0,0,33,61.0,bigquery-public-data.openaq.global_air_quality
bq116,sec_quarterly_financials,bigquery,2,10,10,2,1.000,0.200,1,1,2,25.3,
bq041,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,0,10,19.9,
sf_bq121,STACKOVERFLOW,snowflake,2,12,16,2,1.000,0.167,1,1,2,11.2,
bq123,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,1,2,11.0,
bq280,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,9,10.2,
bq300,stackoverflow,bigquery,2,9,16,2,1.000,0.222,1,0,5,10.3,
bq301,stackoverflow,bigquery,3,12,16,2,0.667,0.167,0,0,16,11.3,bigquery-public-data.stackoverflow.users
bq302,stackoverflow,bigquery,1,9,16,1,1.000,0.111,1,1,1,7.8,
bq303,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,0,10,11.2,
bq304,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,10,12.6,
bq310,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,0,8,9.9,
bq305,stackoverflow,bigquery,2,12,16,2,1.000,0.167,1,1,2,10.9,
bq306,stackoverflow,bigquery,3,12,16,3,1.000,0.250,1,0,10,11.4,
sf_bq307,STACKOVERFLOW,snowflake,2,12,16,2,1.000,0.167,1,0,11,9.4,
bq308,stackoverflow,bigquery,2,9,16,2,1.000,0.222,1,0,8,9.0,
bq309,stackoverflow,bigquery,4,12,16,4,1.000,0.333,1,0,7,10.8,
bq124,fhir_synthea,bigquery,3,11,17,2,0.667,0.182,0,0,12,208.0,bigquery-public-data.fhir_synthea.condition
bq391,fhir_synthea,bigquery,3,12,17,3,1.000,0.250,1,0,12,210.5,
bq126,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,3,13.3,
bq366,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,2,7.9,
bq414,the_met,bigquery,2,3,3,2,1.000,0.667,1,1,2,8.2,
bq200,mlb,bigquery,2,3,3,2,1.000,0.667,1,1,2,21.5,
sf_bq458,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,12.3,
sf_bq459,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,9.9,
sf_bq460,WORD_VECTORS_US,snowflake,3,3,3,3,1.000,1.000,1,1,3,10.0,
bq204,eclipse_megamovie,bigquery,1,5,5,1,1.000,0.200,1,1,1,11.4,
bq389,epa_historical_air_quality,bigquery,6,20,32,6,1.000,0.300,1,0,19,58.1,
sf_bq345,IDC,snowflake,1,5,16,1,1.000,0.200,1,1,1,104.1,
sf_bq346,IDC,snowflake,2,9,16,2,1.000,0.222,1,0,4,67.7,
sf_bq347,IDC,snowflake,2,9,16,2,1.000,0.222,1,0,6,67.5,
sf_bq390,IDC,snowflake,2,6,16,2,1.000,0.333,1,0,5,72.9,
sf_bq421,IDC,snowflake,1,5,16,1,1.000,0.200,1,1,1,74.2,
sf_bq422,IDC,snowflake,1,6,16,1,1.000,0.167,1,1,1,77.6,
sf_bq069,IDC,snowflake,1,4,16,1,1.000,0.250,1,1,1,145.2,
sf_bq219,IOWA_LIQUOR_SALES,snowflake,1,1,1,1,1.000,1.000,1,1,1,8.9,
bq199,iowa_liquor_sales,bigquery,1,1,1,1,1.000,1.000,1,1,1,7.8,
bq218,iowa_liquor_sales,bigquery,1,1,1,1,1.000,1.000,1,1,1,5.1,
bq049,iowa_liquor_sales_plus,bigquery,2,2,2,2,1.000,1.000,1,1,2,6.3,
bq360,nppes,bigquery,1,4,4,1,1.000,0.250,1,1,1,25.6,
bq286,usa_names,bigquery,1,2,2,1,1.000,0.500,1,1,2,3.8,
sf_bq044,TCGA,snowflake,3,20,50,2,0.667,0.100,0,0,34,373.7,tcga.tcga_versioned.rnaseq_hg19_gdc_2017_02
sf_bq043,TCGA,snowflake,3,20,50,3,1.000,0.150,1,0,17,182.1,
bq143,CPTAC_PDC,bigquery,3,20,78,2,0.667,0.100,0,0,23,211.4,isb-cgc-bq.pdc_metadata.aliquot_to_case_mapping_current
sf_bq147,TCGA,snowflake,1,20,50,1,1.000,0.050,1,0,11,195.1,
